Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	r_w[1]	r_w[2]	r_w[3]	r_w[4]	r_w[5]	r_w[6]	r_w[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
3080	-160.3542	-149.6943	-10.65991	0.0646529	0.0646529	0.201628	0.201628	0.201628	0.0747901	0.0646529	0.310368	0.605397	0.455236	0.718874	0.485948	0.519224	0.901421	0.512215	0.533744	0.507359	0.859511	0.421783	0.439979	0.406906	0.38357	21.2557	21.2557	21.3927	21.3927	21.3927	21.2659	0.610016	0.650979	0.797079	0.677276	0.694479	0.842819	0.693797	0.868423	0.689776	0.747777	0.600275	0.755808	0.595579	0.782101	0.59035	0.644893	0.827149	0.585321	0.640764	0.617458	11.1085	11.5362	11.2604	11.7367	11.3178	11.2586	12.0466	11.3665	11.2864	11.2357	12.0591	11.3065	11.2226	11.1596	11.1147	0.856231	0.882391	0.889922	1.01524	0.904364	0.784543	0.79201	0.91888	0.801509	0.800299	0.934823	0.801823	0.94045	0.791792	0.861649	7.98124	8.05793	8.21323	7.98563	8.13833	8.29867	8.01731	8.34452	8.00968	7.99374	8.07091	8.2463	7.94504	8.29346	7.93534	7.91327	8.37269	7.92572	7.90544	7.86005	1	1	3.11862	3.11862	3.11862	1.15679	1	0.000472471	0.000472471	0.000472471	0.000472471	0.000472471	0.000931444	0.000472471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30346	0	-1.87477	-0.204048	0	0	0	0	0.000472471	0.000472471	0.000472471	0.000472471	0.000472471	0.000931444	0.000472471	0.0646529	0.0646529	0.201628	0.201628	0.201628	0.0747901	0.0646529	0.05447433	0.0479117	0.0004724705	0.06465286	1.62193	1.97118	0	0	0	0.678761	1.13739	-0.991738	0.0646529	0.0544743	0.1191272	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
3100	-166.1822	-153.0543	-13.12786	0.0519621	0.0518696	0.359603	0.359586	0.359434	0.359178	0.0517861	0.259154	0.709798	0.57384	0.814158	0.601343	0.816929	0.984032	0.624851	0.829531	0.806386	1.06358	0.657553	0.858526	0.829258	0.808639	5.2201	5.22	5.52774	5.52772	5.52757	5.52731	0.716915	0.754473	1.06912	0.959567	0.793883	1.11119	0.97482	1.13371	0.970343	1.20616	0.82406	1.14911	1.00155	1.17257	0.996073	1.22782	1.21284	0.990452	1.22368	1.20241	3.00384	3.5485	3.32377	3.70729	3.37109	3.51615	3.94509	3.41086	3.53925	3.49689	4.049	3.46505	3.59139	3.53897	3.5014	1.13058	1.15536	1.1613	1.45415	1.35192	1.18384	1.19009	1.48431	1.37523	1.19622	1.49843	1.37519	1.50109	1.36431	1.60902	2.69821	2.76332	3.08275	2.88934	2.82995	3.15467	2.91727	3.18758	2.90897	3.08349	2.87975	3.22046	2.96567	3.25474	2.95598	3.12403	3.31178	2.94558	3.11667	3.07666	2.16615	2.16229	14.9908	14.9901	14.9837	14.9731	2.15881	0.000411181	0.00044031	0.000400255	0.000434539	0.00134327	0.0709882	0.00117839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35513	0	-1.98184	-0.451558	1.89324	1.57786	0	-1.60382	0.000411181	0.00044031	0.000400255	0.000434539	0.00134327	0.0709882	0.00117839	0.0519621	0.0518696	0.359603	0.359586	0.359434	0.359178	0.0517861	0.06812273	0.03094168	0.002185343	0.02398828	0.23282	1.53836	-1.22628	0	-1.03134	-1.14337	1.93785	0	0.0239883	0.0681227	0.09211101	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0
3120	-165.3571	-147.457	-17.9001	0.152908	0.152908	0.340916	0.340916	0.340916	0.13373	0.152908	0.343723	0.584872	0.534058	0.63007	0.543475	0.70218	0.71251	0.551957	0.705824	0.699333	0.547213	0.357132	0.507537	0.498638	0.492867	11.4764	11.4764	11.6644	11.6644	11.6644	11.4572	0.7172	0.730236	0.921602	0.882565	0.743695	0.937078	0.887816	0.949054	0.885923	1.0515	0.548425	0.744644	0.690272	0.757206	0.687989	0.850929	0.77925	0.685739	0.849573	0.843264	6.11946	6.41197	6.31207	6.49974	6.33069	6.46062	6.65727	6.34741	6.46787	6.45496	6.52888	6.16454	6.27835	6.26068	6.24921	1.0756	1.0842	1.08509	1.26915	1.23339	0.888333	0.889489	1.07338	1.03459	0.889989	1.07874	1.03447	1.08209	1.03016	1.19808	4.66344	4.6892	4.88366	4.80653	4.7157	4.91412	4.81696	4.93718	4.81318	4.95659	4.5319	4.73608	4.62891	4.7602	4.62437	4.76257	4.8023	4.61987	4.75987	4.7473	1	1	2.22955	2.22955	2.22955	0.87458	1	0.120345	0.115492	0.0648818	0.061675	0.0307431	0.00027392	0.0629709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82017	0	-1.77629	-0.633204	-1.16836	0	0	0	0.120345	0.115492	0.0648818	0.061675	0.0307431	0.00027392	0.0629709	0.152908	0.152908	0.340916	0.340916	0.340916	0.13373	0.152908	0.02853041	0.01180282	0.06863136	0.152908	1.30464	0.935925	-1.85681	1.32931	0	-1.56706	0.801799	-0.935811	0.152908	0.0285304	0.1814385	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1
3140	-164.7354	-148.845	-15.89041	0.122196	0.117014	0.361199	0.342228	0.163098	0.00458903	0.0613734	0.286825	0.581504	0.528228	0.601237	0.518732	0.731926	0.487442	0.34787	0.556945	0.530492	0.36038	0.201042	0.408141	0.379465	0.193705	9.9223	9.91712	10.1613	10.1423	9.9632	9.8047	0.684516	0.678791	0.924721	0.881203	0.513433	0.760786	0.707593	0.749949	0.686611	0.906328	0.366052	0.616714	0.558934	0.606276	0.537653	0.755303	0.4423	0.356127	0.574703	0.548528	5.26445	5.6073	5.50818	5.6629	5.50783	5.6909	5.60765	5.3449	5.51999	5.48619	5.50789	5.20921	5.38066	5.34251	5.15024	1.04883	0.878828	0.861236	1.09875	1.05782	0.731482	0.714215	0.951979	0.908182	0.536317	0.77773	0.728989	0.759219	0.705459	0.927594	4.07507	4.08215	4.32963	4.24899	3.92998	4.18028	4.08079	4.1768	4.05781	4.2535	3.79317	4.05015	3.94175	4.04741	3.91821	4.10984	3.89698	3.73431	3.9278	3.89452	1.46937	1.40706	4.34333	4.11519	1.96121	0.0551819	0.737998	0.0213948	0.0214229	0.0189601	0.0189608	0.0189667	0.00731311	0.0214484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50168	0	-1.98163	0	0	1.18299	-1.24393	0.44218	0.0213948	0.0214229	0.0189601	0.0189608	0.0189667	0.00731311	0.0214484	0.122196	0.117014	0.361199	0.342228	0.163098	0.00458903	0.0613734	0.03182399	0.00682171	0.03783681	0.08316196	1.70608	1.02953	0	1.93413	-0.123289	-0.953541	1.74064	-0.213374	0.083162	0.031824	0.114986	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1
3160	-172.0076	-150.4387	-21.56895	0.329341	0.314497	0.367203	0.347716	0.164464	0.00370317	0.163597	0.774731	0.991569	0.820029	1.10582	0.830334	0.788425	1.15878	0.673565	0.617307	0.576098	1.11538	0.550902	0.485652	0.43706	0.234519	13.8116	13.7968	13.8495	13.83	13.6467	13.486	1.25475	1.27714	1.33571	1.19896	1.13704	1.20161	1.03311	1.21278	1.00657	0.985483	1.01308	1.08865	0.903968	1.10107	0.876448	0.847114	0.975743	0.684928	0.659241	0.618368	7.7253	8.09329	7.77765	8.32373	7.81603	7.68383	8.5675	7.68395	7.52447	7.46216	8.6124	7.59636	7.42082	7.34423	7.12296	1.66918	1.51489	1.49778	1.53054	1.40299	1.39139	1.37561	1.40799	1.27064	1.19356	1.24046	1.08691	1.22551	1.05218	1.0379	6.09586	6.15775	6.22039	5.96887	6.05774	6.13182	5.81984	6.1679	5.78631	5.69367	5.96742	6.06386	5.72112	6.10184	5.68577	5.57717	6.02224	5.48605	5.38481	5.32301	4.14665	3.95975	4.62335	4.378	2.07073	0.0466256	2.05981	0.0360804	0.0364404	0.0427101	0.0433136	0.0525305	0.0436435	0.043065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68812	0	-1.65545	-1.13503	0.324359	-1.34779	-1.25568	-1.69878	0.0360804	0.0364404	0.0427101	0.0433136	0.0525305	0.0436435	0.043065	0.329341	0.314497	0.367203	0.347716	0.164464	0.00370317	0.163597	0.1107513	0.03742363	0.02202338	0.0794235	0.559127	0.738025	-0.457238	-0.622383	0	-1.06023	0.77635	-0.403532	0.0794235	0.110751	0.1901748	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3180	-168.1835	-148.3436	-19.83984	0.257625	0.257263	0.256942	0.256933	0.256847	0.256703	0.256937	0.569942	0.637463	0.572349	0.692362	0.584699	0.544995	0.78878	0.595578	0.549986	0.540876	0.836417	0.611175	0.561981	0.549832	0.541669	21.6893	21.6889	21.6886	21.6886	21.6885	21.6884	0.877502	0.895152	0.895429	0.8448	0.913142	0.916155	0.852278	0.927419	0.84869	0.817386	0.928316	0.936847	0.865878	0.948378	0.861982	0.826882	0.970654	0.857795	0.824738	0.815555	11.469	11.6032	11.4745	11.7115	11.499	11.4203	11.9003	11.5207	11.4304	11.4122	11.9931	11.5518	11.4544	11.4302	11.414	1.16632	1.17903	1.1793	1.16808	1.12096	1.19545	1.19656	1.18491	1.1335	1.19613	1.19095	1.1331	1.19142	1.12589	1.09697	8.29781	8.33291	8.3336	8.23337	8.36872	8.3748	8.24836	8.39681	8.2412	8.17913	8.39894	8.41607	8.27559	8.43855	8.26783	8.19822	8.48204	8.25955	8.19402	8.17571	1.84044	1.83785	1.83556	1.83549	1.83488	1.83385	1.83552	0.177082	0.170812	0.0377648	0.0361249	0.0196329	0.0012401	0.100417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66749	0.423512	-1.59735	0	-1.0233	0	0	-1.26572	0.177082	0.170812	0.0377648	0.0361249	0.0196329	0.0012401	0.100417	0.257625	0.257263	0.256942	0.256933	0.256847	0.256703	0.256937	0.09942693	0.01466423	0.1082806	0.1399805	1.93777	-0.117824	0	1.35071	-1.00414	0	0	0	0.139981	0.0994269	0.2394075	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0
3200	-171.9077	-151.3798	-20.52789	0.29956	0.299312	0.299093	0.299086	0.299028	0.108999	0.299089	0.672983	0.741787	0.675909	0.792395	0.689166	0.644622	0.875029	0.700524	0.650682	0.639586	0.723896	0.526417	0.474707	0.460646	0.450773	6.21009	6.20984	6.20962	6.20962	6.20956	6.01953	1.02872	1.04751	1.04812	0.994531	1.06698	1.06943	1.00253	1.0783	0.999328	0.963353	0.892169	0.899917	0.826742	0.909218	0.823226	0.78453	0.926454	0.819401	0.782262	0.771451	3.84924	3.97999	3.85531	4.07337	3.88076	3.79482	4.22134	3.90249	3.8067	3.78502	4.09907	3.74265	3.64397	3.61667	3.59743	1.36541	1.37887	1.38078	1.36836	1.31765	1.20497	1.20751	1.19561	1.14086	1.20922	1.20198	1.1407	1.2005	1.13366	1.10078	3.32483	3.36099	3.36193	3.25885	3.39821	3.40272	3.27452	3.41845	3.2682	3.19802	3.237	3.25212	3.11219	3.26861	3.10533	3.02999	3.29915	3.09784	3.02561	3.00436	1.43109	1.42991	1.42886	1.42883	1.42855	0.520722	1.42884	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36726	0	-0.919083	-1.4088	0	0	0	-0.743736	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0.0245789	0.29956	0.299312	0.299093	0.299086	0.299028	0.108999	0.299089	0.1295059	0.01614629	0.02457887	0.2093224	1.03591	-0.861397	-0.0534445	0.843877	0	0	0	-1.00887	0.209322	0.129506	0.3388283	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1
3220	-158.6755	-149.1783	-9.497207	0.183053	0.177452	0.293513	0.28322	0.173502	0.0188781	0.115618	0.369158	0.497638	0.480157	0.498008	0.472054	0.581332	0.407874	0.364314	0.472452	0.460669	0.263249	0.21258	0.319882	0.307535	0.196492	5.12578	5.12018	5.23624	5.22594	5.11623	4.9616	0.67101	0.663817	0.780242	0.765611	0.557263	0.674245	0.657193	0.666559	0.646297	0.757137	0.405458	0.523329	0.504969	0.5157	0.493997	0.604103	0.41103	0.383589	0.494039	0.482242	2.90695	3.0477	3.01849	3.0585	3.01255	3.11509	2.98728	2.90677	3.00705	2.99378	2.8522	2.75789	2.85652	2.84213	2.72977	0.959103	0.851574	0.841266	0.955861	0.941951	0.699891	0.689711	0.804158	0.789488	0.579842	0.695605	0.679706	0.685879	0.668198	0.779475	2.41259	2.40848	2.52523	2.50166	2.30505	2.42291	2.39454	2.41774	2.38304	2.48868	2.15603	2.27567	2.2447	2.2706	2.23305	2.33723	2.17078	2.12195	2.22683	2.21353	3.75539	3.64047	6.02149	5.81034	3.55945	0.38729	2.37194	0.0168575	0.0168511	0.0136702	0.01367	0.0136688	0.0136667	0.0168452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84887	0	-1.95208	0	0	-0.344238	-0.821503	-1.92617	0.0168575	0.0168511	0.0136702	0.01367	0.0136688	0.0136667	0.0168452	0.183053	0.177452	0.293513	0.28322	0.173502	0.0188781	0.115618	0.01161147	0.01182165	0.01428048	0.04874415	1.87374	0	-0.131644	1.59926	-0.208857	0	0.910573	0	0.0487441	0.0116115	0.06035562	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0
3240	-161.8032	-151.188	-10.61521	0.0653356	0.0653356	0.325012	0.325012	0.325012	0.0640749	0.0653356	0.148211	0.427977	0.408823	0.443794	0.412539	0.660213	0.471031	0.415807	0.661793	0.658947	0.223388	0.159524	0.404586	0.400855	0.398334	3.60743	3.60743	3.86711	3.86711	3.86711	3.60617	0.487156	0.492341	0.75281	0.737711	0.497717	0.758813	0.73986	0.762313	0.739056	0.989339	0.241229	0.503606	0.482782	0.507292	0.481865	0.73126	0.513811	0.480914	0.730688	0.727944	1.9692	2.2681	2.23072	2.29852	2.23802	2.47403	2.34996	2.24442	2.47715	2.47151	2.11372	1.99257	2.22359	2.21622	2.21122	0.820362	0.823907	0.824367	1.08164	1.06763	0.567393	0.567994	0.825311	0.810155	0.568369	0.827257	0.810117	0.827657	0.808326	1.05954	1.74244	1.75263	2.0138	1.9841	1.76315	2.02555	1.98835	2.03219	1.98675	2.22781	1.51088	1.77587	1.73504	1.78286	1.73323	1.97255	1.79515	1.73133	1.97141	1.96596	1	1	4.9745	4.9745	4.9745	0.980704	1	0.0223226	0.0217255	0.0148594	0.0143715	0.00908502	0.00113802	0.0145697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58293	1.84143	-1.58139	0	-0.769637	0	0	0	0.0223226	0.0217255	0.0148594	0.0143715	0.00908502	0.00113802	0.0145697	0.0653356	0.0653356	0.325012	0.325012	0.325012	0.0640749	0.0653356	0.03939326	0.01158796	0.0154197	0.06533563	1.47596	0.987586	0	1.97743	0	0	1.60433	-1.62381	0.0653356	0.0393933	0.1047289	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1
3260	-167.6792	-151.0174	-16.66183	0.0875939	0.0875742	0.232533	0.232532	0.23252	0.0878777	0.0875563	0.238653	0.427232	0.385892	0.456341	0.394693	0.508813	0.500738	0.402043	0.513345	0.504993	0.375992	0.267393	0.378733	0.368702	0.361327	6.39337	6.39335	6.5383	6.5383	6.53829	6.39365	0.507666	0.519792	0.665751	0.631165	0.532599	0.679137	0.636343	0.684023	0.634699	0.754915	0.3971	0.546433	0.50056	0.551529	0.49871	0.618119	0.560786	0.496736	0.616704	0.609052	3.49588	3.72288	3.64521	3.77629	3.66193	3.74782	3.85581	3.67584	3.75659	3.74042	3.74608	3.54996	3.63124	3.61195	3.59769	0.763491	0.771994	0.774022	0.912241	0.87923	0.636568	0.63879	0.777664	0.74267	0.641077	0.781832	0.742697	0.781063	0.738883	0.861963	2.76408	2.78722	2.93424	2.86771	2.81147	2.95974	2.87775	2.9687	2.87457	2.97132	2.684	2.83786	2.75021	2.84724	2.74668	2.84197	2.86412	2.74286	2.83925	2.82428	1.10284	1.10259	2.92769	2.92767	2.92751	1.10641	1.10237	0.00653477	0.00653538	0.00207586	0.00207587	0.00207591	0.00589013	0.00653592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08442	1.4297	-1.78684	-0.959253	0	0.0832218	0	-0.203116	0.00653477	0.00653538	0.00207586	0.00207587	0.00207591	0.00589013	0.00653592	0.0875939	0.0875742	0.232533	0.232532	0.23252	0.0878777	0.0875563	0.06852516	0.02417693	0.006802198	0.07942564	1.9717	1.49382	0	0.00496519	-1.14694	1.04284	0.976748	-0.972938	0.0794256	0.0685252	0.1479508	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1
3280	-169.7101	-149.18	-20.53017	0.400852	0.390561	0.437712	0.424789	0.281523	0.0624582	0.272598	0.951109	1.11132	0.993888	1.17455	1.00367	0.971703	1.14823	0.879452	0.839999	0.805909	0.981811	0.686305	0.6466	0.608012	0.446061	3.85404	3.84375	3.8909	3.87798	3.73471	3.51565	1.47559	1.49358	1.54446	1.44556	1.38311	1.43532	1.31529	1.43639	1.29867	1.28333	1.18748	1.24622	1.11843	1.24766	1.10111	1.08384	1.13011	0.95334	0.937167	0.905143	2.93692	3.15154	2.98311	3.24073	3.00532	2.92557	3.24119	2.89082	2.80166	2.75305	3.08247	2.70991	2.62454	2.56968	2.39496	1.95101	1.82885	1.82146	1.85396	1.75986	1.63248	1.62534	1.65942	1.5605	1.48833	1.52714	1.41741	1.51399	1.39562	1.38838	3.00708	3.04318	3.09685	2.94167	2.9503	3.00672	2.82041	3.01188	2.80119	2.73958	2.76627	2.83493	2.63839	2.84077	2.61844	2.55469	2.73002	2.46739	2.4058	2.3589	2.93131	2.85605	3.20085	3.10635	2.05869	0.456737	1.99343	0.0656489	0.0647083	0.0528628	0.0519316	0.0406831	0.00285336	0.0523117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11195	0	-1.25546	0	-0.409665	0	-0.689678	-1.5436	0.0656489	0.0647083	0.0528628	0.0519316	0.0406831	0.00285336	0.0523117	0.400852	0.390561	0.437712	0.424789	0.281523	0.0624582	0.272598	0.05924432	0.02573074	0.05391456	0.1367487	0.315026	1.6927	-0.920392	0.925931	0	-1.55158	0.455888	0.356491	0.136749	0.0592443	0.195993	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1
3300	-165.3398	-147.5439	-17.79584	0.278541	0.27803	0.277577	0.277563	0.277442	0.0632724	0.277569	0.696626	0.849876	0.702897	0.969122	0.73154	0.637915	1.17213	0.756513	0.650162	0.627879	1.05634	0.577925	0.465068	0.435979	0.416114	21.3645	21.364	21.3636	21.3635	21.3634	21.1493	1.0588	1.09679	1.10887	0.994108	1.13682	1.15204	1.00884	1.18363	1.00551	0.935262	0.955027	0.975831	0.82099	1.00876	0.816323	0.74156	1.06335	0.811984	0.7378	0.717972	11.5121	11.7984	11.5249	12.0122	11.5793	11.4002	12.3605	11.6264	11.4241	11.3808	12.3087	11.4785	11.266	11.2099	11.1714	1.37092	1.39402	1.40074	1.39495	1.28973	1.20717	1.21364	1.20885	1.097	1.22051	1.22497	1.09716	1.23537	1.08833	1.02852	8.48771	8.5597	8.58362	8.3642	8.6347	8.66518	8.39286	8.72219	8.38643	8.24976	8.48021	8.52291	8.22943	8.58224	8.22061	8.07557	8.67872	8.21227	8.06845	8.02955	2.21853	2.21446	2.21085	2.21074	2.20978	0.503954	2.21078	0.0711559	0.0711603	0.0317632	0.0317632	0.0317637	0.036319	0.0711643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53864	0	-1.38261	0	0	0.0554372	0	-1.6534	0.0711559	0.0711603	0.0317632	0.0317632	0.0317637	0.036319	0.0711643	0.278541	0.27803	0.277577	0.277563	0.277442	0.0632724	0.277569	0.04520265	0.05008624	0.07308268	0.1255521	1.29748	1.93371	0	0	-0.806683	0.133994	0	-1.47743	0.125552	0.0452027	0.1707547	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1
