Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
860	-1567.715	-1538.256	-29.45895	0.16474	0.137347	0.159719	0.136607	0.13868	0.233849	0.502364	1.64352	0.404312	0.539431	0.302094	0.390233	0.369274	0.510884	1.73778	0.507225	0.619084	0.475371	0.763328	0.486184	0.603371	0.80461	0.597174	0.817577	0.527673	0.649472	1.27705	0.810796	0.660277	0.579255	0.789695	0.779705	1.17318	0.747708	0.803145	0.607351	0.744658	0.751345	0.768939	1.1673	0.778695	0.860477	1.00447	0.795175	0.998804	0.843155	1.11432	0.90316	1.12316	0.856733	0.977631	1.30474	1.10575	0.991407	0.88335	1.10027	1.11685	1.21316	1.38506	1.14976	1.387	1.19451	1.54917	0.131645	0.109755	0.127633	0.109164	0.11082	0.18687	0.0179329	0.0294862	0.0194891	0.0299012	0.0287042	0.00686173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4313	-0.213364	-1.01306	1.58116	-2.70933	-2.01094	0.989633	1.78968	0.0179329	0.0294862	0.0194891	0.0299012	0.0287042	0.00686173	0.04055868	0.6779131	0.05659252	0.1587569	1.25653	0.365811	-0.724133	-1.22817	-0.263516	-0.723009	-1.25466	-0.738419
870	-1560.243	-1537.28	-22.96314	0.156922	0.16215	0.157837	0.16233	0.161882	0.147389	0.482403	0.662846	0.447156	0.49443	0.39883	0.440671	0.423392	0.498064	0.680062	0.497449	0.474086	0.435105	0.514092	0.440678	0.482155	0.752699	0.669196	0.7545	0.637086	0.694244	0.815167	0.766647	0.698922	0.677249	0.760402	0.692815	0.800319	0.687928	0.70168	0.630064	0.687143	0.681638	0.703614	0.810732	0.707153	0.934322	1.00608	0.917518	1.00561	0.942857	0.982137	0.90227	0.985529	0.884703	0.934013	1.03487	0.993443	0.939809	0.910078	0.992231	1.23901	1.20941	1.28408	1.19051	1.2863	1.21796	1.58349	7.50755	7.75769	7.55133	7.76629	7.74483	7.05145	0.0145851	0.0159695	0.0148143	0.016014	0.0158937	0.0122513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574237	0.252333	-1.09949	1.42571	-0.493121	-1.2179	-0.177837	-0.808806	0.0145851	0.0159695	0.0148143	0.016014	0.0158937	0.0122513	0.04302743	0.7251692	0.09433323	0.1579958	1.25653	0.71915	-0.924507	-1.21516	-0.994844	-0.918265	0.637754	1.32854
880	-1564.523	-1538.218	-26.30544	0.140761	0.140967	0.140788	0.140969	0.140954	0.140349	0.454471	0.783114	0.402865	0.471841	0.338679	0.394347	0.373551	0.470992	0.810476	0.469801	0.462865	0.400268	0.526078	0.40793	0.468486	0.719719	0.599576	0.722975	0.557432	0.634612	0.835747	0.734234	0.640751	0.60426	0.724533	0.652856	0.823926	0.643045	0.665529	0.561168	0.642155	0.636701	0.661654	0.83378	0.667059	0.850241	0.948254	0.822959	0.946647	0.855544	0.940756	0.823991	0.945761	0.799292	0.869219	1.02205	0.950576	0.877318	0.828261	0.948819	1.13351	1.11885	1.22409	1.08974	1.22693	1.12413	1.47478	0.303207	0.303652	0.303267	0.303656	0.303623	0.30232	0.00925705	0.00888675	0.00919858	0.00887904	0.00890789	0.0100263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811592	-1.72301	-0.815604	1.44917	0.223519	-0.848862	-0.00810059	0.0911853	0.00925705	0.00888675	0.00919858	0.00887904	0.00890789	0.0100263	0.04302743	1.400347	0.04110678	0.1407979	-0.928065	-1.41837	-1.52193	-1.36995	-0.197768	-1.39685	0.637754	-1.82195
890	-1558.688	-1535.087	-23.60149	0.154276	0.163732	0.155844	0.164021	0.163215	0.137569	0.36661	0.411172	0.357663	0.370208	0.350383	0.356088	0.348989	0.378653	0.42384	0.378725	0.34217	0.338909	0.355188	0.340846	0.352139	0.555679	0.538325	0.556427	0.530285	0.544947	0.573003	0.567263	0.546502	0.548214	0.565782	0.523009	0.547316	0.522979	0.525812	0.513003	0.523089	0.519346	0.533703	0.557991	0.535019	0.726113	0.746267	0.727416	0.7464	0.736158	0.717751	0.701477	0.719019	0.697744	0.71	0.73253	0.72861	0.711925	0.711314	0.728596	0.93193	0.901774	0.922716	0.902443	0.923656	0.911848	1.12825	3.5105	3.72567	3.54618	3.73224	3.71391	3.13034	0.0242828	0.0331546	0.0255752	0.0334412	0.0325983	0.0132987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557316	-1.15085	-0.896902	1.19547	-1.69722	-0.731904	-0.323758	-0.56371	0.0242828	0.0331546	0.0255752	0.0334412	0.0325983	0.0132987	0.01284084	1.013843	0.09770051	0.1561533	0.124174	0.63501	-1.44931	-1.3789	-0.425018	-0.818168	1.48376	-0.237368
900	-1563.103	-1540.802	-22.3014	0.164944	0.157575	0.163639	0.157346	0.157949	0.180066	0.552652	0.808146	0.50171	0.568575	0.422134	0.492317	0.472195	0.560281	0.817618	0.558972	0.583905	0.515921	0.635895	0.523146	0.581199	0.873936	0.746642	0.875882	0.699658	0.782294	0.95896	0.87921	0.788234	0.743925	0.870267	0.822268	0.980931	0.813142	0.833937	0.720835	0.811625	0.807727	0.823307	0.981406	0.827684	1.06158	1.16149	1.0271	1.16043	1.05953	1.17017	1.04797	1.17435	1.02123	1.09275	1.24292	1.17189	1.10023	1.04492	1.16981	1.42125	1.42209	1.5258	1.38467	1.52842	1.42009	1.87962	0.194092	0.185421	0.192556	0.185152	0.185861	0.211886	0.00692065	0.00694689	0.00692092	0.0069453	0.00694406	0.00686232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557316	0.15331	-0.487156	1.30983	-0.0219336	1.19809	0.248349	0.789518	0.00692065	0.00694689	0.00692092	0.0069453	0.00694406	0.00686232	0.06082801	0.7113657	0.02136377	0.1634	1.14198	-0.372861	-0.707271	-2.02086	-1.19541	0.177727	-0.569641	-1.03078
910	-1564.43	-1539.589	-24.84034	0.162096	0.157468	0.161452	0.157417	0.157762	0.171712	0.503671	1.1906	0.429148	0.53187	0.351596	0.417642	0.3937	0.52502	1.25023	0.522873	0.533135	0.436745	0.637828	0.446365	0.536359	0.799551	0.637416	0.807505	0.582724	0.68246	1.06668	0.818501	0.691466	0.639266	0.802637	0.724456	1.00264	0.705181	0.743201	0.597956	0.703162	0.700972	0.732116	1.01284	0.740016	0.904271	1.03001	0.864175	1.02624	0.906708	1.04792	0.885709	1.05507	0.851207	0.947502	1.18236	1.05721	0.958998	0.886414	1.05344	1.19017	1.19781	1.34145	1.15773	1.34407	1.1996	1.55932	0.345842	0.335969	0.344468	0.33586	0.336595	0.36636	0.0426182	0.0388639	0.0419951	0.0387787	0.0390675	0.0509983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17622	0.19679	-0.654914	1.30618	0.50397	-1.06632	0.159712	-1.65891	0.0426182	0.0388639	0.0419951	0.0387787	0.0390675	0.0509983	0.04101472	0.546315	0.0499326	0.1612418	-2.62186	0.0731018	-0.838089	-1.4016	-0.385777	0.068795	-1.11278	-0.116934
920	-1565.393	-1538.062	-27.33038	0.130779	0.132416	0.131085	0.132481	0.132339	0.127738	0.37249	0.594555	0.339089	0.384332	0.2992	0.333445	0.319797	0.384785	0.613768	0.384025	0.374146	0.334374	0.415839	0.339221	0.378917	0.582803	0.50593	0.585127	0.478892	0.528486	0.662048	0.593723	0.532661	0.510298	0.587145	0.536438	0.648471	0.52999	0.544819	0.47825	0.5292	0.525739	0.543469	0.655933	0.54694	0.70605	0.769573	0.689487	0.768442	0.710784	0.761168	0.686271	0.764374	0.67032	0.715663	0.814906	0.768834	0.720997	0.690313	0.767441	0.927386	0.914282	0.982896	0.89666	0.984613	0.918934	1.18154	9.0099	9.12264	9.03097	9.12715	9.11731	8.80038	0.0123911	0.0191959	0.013316	0.0194197	0.018739	0.00530643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845317	-0.0873656	-0.865621	1.34981	-2.3876	0.807732	-0.067188	-0.572336	0.0123911	0.0191959	0.013316	0.0194197	0.018739	0.00530643	0.02699187	0.5790662	0.01755204	0.1311292	2.09689	-1.87889	-1.14058	-1.31067	-0.0727215	0.0977572	0.586975	1.56884
930	-1562.257	-1538.565	-23.69182	0.14473	0.126227	0.141532	0.125782	0.127188	0.188706	0.38897	0.518138	0.361987	0.395906	0.310289	0.357293	0.350992	0.378368	0.508526	0.377443	0.455278	0.40806	0.477503	0.411392	0.44006	0.610082	0.536324	0.610621	0.510944	0.554582	0.649761	0.598432	0.557004	0.520963	0.594091	0.62441	0.711505	0.617758	0.629624	0.560423	0.616929	0.618325	0.610849	0.697825	0.612707	0.755516	0.804561	0.72723	0.803836	0.740519	0.859028	0.787822	0.860788	0.77254	0.810321	0.894167	0.845821	0.813571	0.772354	0.844732	0.986722	1.03738	1.08798	1.00756	1.08903	1.02246	1.31883	0.939103	0.819044	0.918355	0.816155	0.825277	1.22444	0.0109906	0.0137788	0.0114059	0.0138608	0.013608	0.00709099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514375	-1.15933	-0.55425	1.42465	-1.23344	0.608084	0.746463	-0.572336	0.0109906	0.0137788	0.0114059	0.0138608	0.013608	0.00709099	0.03143539	0.285235	0.01264826	0.1408432	-2.8087	0.658418	-1.00789	-0.723872	0.492706	-0.423372	-0.0327597	-0.175249
940	-1558.642	-1538.47	-20.1726	0.149272	0.138674	0.147405	0.138367	0.139215	0.172005	0.41463	0.499965	0.394391	0.419956	0.354469	0.390531	0.38433	0.409703	0.49445	0.409033	0.450998	0.418111	0.467191	0.42071	0.442484	0.642445	0.587928	0.642786	0.56737	0.6018	0.669383	0.636597	0.603801	0.57956	0.633454	0.640922	0.702488	0.6367	0.644922	0.593963	0.635964	0.636221	0.633866	0.694955	0.635177	0.818042	0.856199	0.798343	0.855844	0.809962	0.882063	0.829722	0.883357	0.818059	0.84682	0.908015	0.875185	0.849342	0.821259	0.874323	1.06975	1.09229	1.13113	1.07117	1.13197	1.08425	1.39832	1.03259	0.95928	1.01967	0.957154	0.963019	1.18984	0.0249194	0.0274555	0.025328	0.027531	0.0273124	0.0206663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359208	-0.059459	-0.639062	1.24021	-0.527931	-0.480146	0.40063	0.834573	0.0249194	0.0274555	0.025328	0.027531	0.0273124	0.0206663	0.03461141	0.2770125	0.02389724	0.1470475	0.228384	2.06488	-1.11126	-0.676964	0.510805	-0.445081	-0.143835	0.199702
950	-1557.048	-1536.398	-20.64994	0.155648	0.143354	0.153631	0.143082	0.144029	0.182721	0.388961	0.396699	0.387782	0.388431	0.379079	0.387715	0.391138	0.377132	0.384993	0.376876	0.428171	0.416914	0.425498	0.41652	0.416517	0.586695	0.578214	0.586395	0.577279	0.578608	0.586368	0.574927	0.578214	0.566521	0.574763	0.61702	0.625171	0.615089	0.616558	0.606247	0.614858	0.617905	0.605278	0.61349	0.604954	0.783698	0.782973	0.774725	0.782687	0.771996	0.822121	0.813557	0.821787	0.812055	0.81379	0.821728	0.810386	0.813392	0.801875	0.810147	1.00212	1.04148	1.04075	1.03259	1.04043	1.02978	1.29917	1.01996	0.939402	1.00675	0.937617	0.943824	1.19738	0.0149802	0.0165583	0.0152277	0.0166015	0.0164668	0.0123358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0215149	-0.171496	-0.981104	1.91961	-0.546534	0.361698	0.449894	-1.15586	0.0149802	0.0165583	0.0152277	0.0166015	0.0164668	0.0123358	0.02531121	0.2364831	0.01671498	0.1531589	-0.038348	-0.793565	-0.11779	-0.660041	0.729318	-0.73771	-1.12321	0.983238
960	-1560.414	-1538.066	-22.34746	0.148732	0.136987	0.146813	0.136731	0.137634	0.174613	0.387845	0.453801	0.372059	0.391692	0.33835	0.369199	0.36514	0.380598	0.446192	0.380084	0.427605	0.399178	0.439325	0.401211	0.417794	0.598602	0.55428	0.598827	0.538145	0.565007	0.618736	0.590706	0.566452	0.544523	0.588424	0.606653	0.655878	0.603075	0.609631	0.567458	0.602602	0.603387	0.597883	0.646808	0.598893	0.767532	0.796528	0.749616	0.796273	0.758014	0.828078	0.785402	0.829068	0.776157	0.798521	0.847744	0.819455	0.800399	0.775596	0.818882	0.995794	1.0248	1.05425	1.00577	1.0549	1.01534	1.2969	1.49625	1.3781	1.47695	1.37553	1.38461	1.75662	0.00208772	0.00247937	0.00214723	0.00249044	0.00245588	0.00149575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333565	-0.733698	-1.03573	1.47255	-0.938215	0.668351	0.449894	-1.27177	0.00208772	0.00247937	0.00214723	0.00249044	0.00245588	0.00149575	0.02799192	0.165685	0.01501865	0.1463592	0.854776	1.73439	-0.0960589	-0.800938	-0.633206	-1.16209	-0.712201	0.945096
970	-1561.84	-1539.459	-22.3812	0.154495	0.161114	0.155576	0.161299	0.160746	0.142456	0.520939	0.628716	0.494237	0.529644	0.452407	0.488965	0.473733	0.53489	0.64147	0.534528	0.506918	0.479781	0.534907	0.484344	0.51542	0.805277	0.742099	0.806423	0.714476	0.761213	0.844141	0.817798	0.764921	0.750898	0.813734	0.752486	0.826217	0.750068	0.75917	0.70443	0.749558	0.744245	0.763246	0.836153	0.76583	1.03128	1.08722	1.01884	1.08738	1.04052	1.05811	0.998245	1.06068	0.984374	1.02224	1.09595	1.06911	1.0267	1.00689	1.06843	1.37423	1.33997	1.39685	1.32533	1.39876	1.34926	1.77107	0.357765	0.373091	0.360267	0.37352	0.372239	0.329886	0.000362844	0.000373681	0.000364614	0.000373978	0.00037308	0.000342752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333565	0.111713	-0.987832	1.65137	-0.160469	-0.0022364	-0.228636	-0.0659955	0.000362844	0.000373681	0.000364614	0.000373978	0.00037308	0.000342752	0.0562946	0.2806878	0.006840179	0.1558023	-1.82795	0.933905	-0.275374	-0.930628	-1.42087	-1.49568	0.0132121	-1.01812
980	-1561.165	-1539.153	-22.01203	0.157329	0.153103	0.156627	0.152993	0.153333	0.165852	0.503043	0.673815	0.466365	0.514398	0.406634	0.459448	0.443939	0.50941	0.680286	0.508544	0.522027	0.473939	0.55849	0.479322	0.521054	0.788021	0.695911	0.789332	0.660696	0.721772	0.845049	0.79262	0.726168	0.695074	0.786472	0.747052	0.85823	0.741107	0.75549	0.673553	0.740065	0.736679	0.748879	0.859396	0.752018	0.979301	1.05228	0.954469	1.05178	0.978979	1.05344	0.965328	1.05648	0.945848	0.997667	1.10496	1.0557	1.00313	0.964274	1.05431	1.30306	1.29821	1.3733	1.27097	1.37532	1.29794	1.70414	0.436857	0.425124	0.434908	0.424819	0.425762	0.460524	0.00432389	0.00299654	0.00406866	0.00296669	0.00305707	0.00878962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474391	0.176388	-1.02755	1.79869	1.99901	0.410454	0.148517	-0.0659955	0.00432389	0.00299654	0.00406866	0.00296669	0.00305707	0.00878962	0.05169524	0.3452015	0.02125303	0.1564761	1.19825	-0.22933	-0.437677	-0.679963	-0.554463	-1.25355	-0.0105426	-0.842227
990	-1565.273	-1542.703	-22.57004	0.1719	0.183392	0.173889	0.183796	0.182794	0.151898	0.549657	0.610623	0.532754	0.555724	0.508093	0.529324	0.516695	0.565644	0.625273	0.565689	0.521265	0.509826	0.540703	0.513253	0.533621	0.839034	0.802019	0.840055	0.783374	0.814265	0.863496	0.854008	0.817099	0.814694	0.851713	0.789735	0.832334	0.789577	0.794509	0.76362	0.789498	0.78395	0.803687	0.845556	0.805655	1.09998	1.13737	1.09639	1.13786	1.11296	1.09819	1.06344	1.10019	1.05501	1.079	1.12297	1.11225	1.08229	1.076	1.11211	1.45386	1.41089	1.44868	1.40566	1.45027	1.42391	1.84862	4.06374	4.3354	4.11074	4.34494	4.32125	3.59089	0.0100326	0.00815115	0.00969363	0.00810546	0.00824424	0.0149962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234731	0.154182	-0.536768	2.01168	1.13235	0.0564089	-0.351065	-1.63648	0.0100326	0.00815115	0.00969363	0.00810546	0.00824424	0.0149962	0.05389515	0.3786629	0.0405431	0.1742328	1.19825	-0.654075	-0.437052	-0.846392	-0.39745	-1.13693	1.31039	-0.00978397
1000	-1561.8	-1538.213	-23.58731	0.137717	0.146869	0.139176	0.147116	0.146348	0.121566	0.39812	0.51826	0.374607	0.406713	0.345898	0.370129	0.356986	0.414127	0.534945	0.413808	0.377468	0.355903	0.405642	0.359771	0.38806	0.615505	0.562499	0.616869	0.541014	0.579339	0.658323	0.630267	0.582753	0.573201	0.625968	0.563687	0.633341	0.561062	0.56994	0.525795	0.5605	0.555617	0.576271	0.6455	0.578759	0.776278	0.825514	0.768992	0.825285	0.787294	0.7942	0.743712	0.796597	0.732268	0.765222	0.830306	0.807103	0.76934	0.75422	0.806254	1.02194	0.98668	1.03794	0.977958	1.03952	0.997684	1.2806	1.44865	1.54492	1.464	1.54752	1.53944	1.27875	0.00850445	0.00764745	0.00836046	0.00762766	0.00769332	0.0104557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571263	1.09842	-0.809428	1.39231	0.580248	-0.999914	-0.351065	0.205625	0.00850445	0.00764745	0.00836046	0.00762766	0.00769332	0.0104557	0.02993525	0.4246172	0.05330897	0.1394943	0.531272	-1.30991	-0.337943	-1.59741	-0.437998	-1.55981	-1.09914	1.53239
