Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	calib_lower	calib_upper	death	diff_age_root_ingroup	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
400	-38416.29	-38440.15	23.85852	1.993609	1.331856	0.5835187	3.318532	0.7491855	0.8066275	0.0203164	0.329213	0.131852	0.285834	0.242927	1.44562	0.975273	0.123506	0.569115	0.192474	0.6227364	-3.318532	2.981468	0.131802	1.285643	0.4909344	3.31462	3.42475	2.76337	2.35858	2.78726	1.06943	2.26014	2.19327	1.85205	4.07636	-4.065585	0.02038282	0.012044	0.00551853	0.00467804	0.0133372	0.0103488	0.05505	0.0156871	0.0160764	0.0125872	0.0208002	0.0106106	0.0149427	0.0167744	0.013143	0.0549048	0.0160041	0.0198694	0.0684525	0.0315754	0.0203799	0.064382	0.0224781	0.0514806	0.00635324	0.0271586	0.0380676	0.0090404	0.0402392	0.0565324	0.0120938	0.0195649	0.0111841	0.00943258	0.00997392	0.0224189	0.016791	0.0253359	0.00337528	0.00951903	0.0115537	0.00979441	0.0484983	0.0272237	0.0136438	0.00968329	0.00789923	0.058729	0.0292474	0.00763567	0.00169196	1	0.194041	0.414999	0.255245	0.164786	0.158658	0.152266	1.07691	0.229374	0.228028	4.604175	0.2116498
420	-38420.45	-38458.01	37.56305	1.57903	1.193864	0.5850611	3.326155	0.8436472	0.8867745	0.0401115	0.48191	0.139455	0.314432	0.217033	11.7733	0.635832	0.121838	0.75626	0.202747	0.8328185	-3.326155	2.973845	0.552684	0.5627104	0.2801346	3.53321	3.73611	2.11464	2.85697	2.70585	1.25599	1.94972	2.0283	1.32116	3.65878	-4.106146	0.01957262	0.0176733	0.00614872	0.00907078	0.0127693	0.0063647	0.055582	0.0253698	0.0226719	0.0105909	0.0152454	0.0201374	0.0203829	0.0197281	0.0175037	0.0470999	0.0167396	0.00783309	0.0247296	0.0434571	0.0207822	0.0365876	0.0175416	0.055602	0.00868991	0.0284383	0.0431695	0.0195086	0.041082	0.036477	0.0128321	0.0166808	0.00800299	0.00946033	0.00919954	0.00708628	0.00748026	0.00724192	0.00731725	0.00680006	0.0155557	0.029393	0.00835706	0.0079029	0.0165504	0.0117033	0.056045	0.0263003	0.0393485	0.0328268	0.004841	1	0.211575	0.446707	0.261486	0.184192	0.170346	0.189961	1.2957	0.276492	0.287501	3.888866	0.6636307
440	-38383.37	-38444.28	60.91802	2.481593	2.315784	1.37278	5.311507	1.215019	1.428285	0.0706207	0.381116	0.171183	0.269274	0.450255	0.700303	0.428613	0.1004	0.679138	0.206443	0.4709805	-5.311507	0.9884931	0.05495734	0.2786684	0.4160232	4.73501	3.09908	2.5068	2.62425	2.79075	1.20449	1.88463	2.21016	1.49493	3.18474	-4.660434	0.0112441	0.0277921	0.00692739	0.00717618	0.00696764	0.00429084	0.0324448	0.00775694	0.0106522	0.00748092	0.0109831	0.00658682	0.00631376	0.00826826	0.00641695	0.0201703	0.0089992	0.00766765	0.0211249	0.0111861	0.00803904	0.0244982	0.00745301	0.0562209	0.0099022	0.0246074	0.0216428	0.0209567	0.012695	0.0236108	0.00889561	0.0167154	0.00834868	0.0057523	0.00554144	0.00212304	0.00291758	0.00348929	0.013471	0.00960893	0.00925491	0.0164902	0.00928419	0.00749797	0.0107872	0.00655779	0.00718024	0.0128604	0.00726625	0.00581079	0.00736476	1	0.224378	0.45807	0.30774	0.214885	0.148224	0.185262	1.17479	0.287957	0.242607	5.590175	0.1166871
460	-38373.24	-38441.22	67.98656	3.428426	2.320846	1.371828	6.274277	1.284575	1.451717	0.047934	0.338565	0.116896	0.652055	0.149078	1.12846	1.37198	0.0915164	0.517688	0.193358	0.5704707	-6.274277	0.02572343	0.2805798	0.594984	0.2898909	3.80147	3.27514	2.7645	2.91622	2.48318	1.15543	2.77512	1.95341	1.52664	2.93578	-4.932213	0.008568259	0.0105069	0.00476163	0.00442612	0.00741483	0.00564445	0.0302587	0.0124521	0.0151967	0.00555158	0.00588063	0.00469521	0.00359951	0.00667263	0.00313349	0.0211684	0.0104598	0.00128023	0.00619915	0.00893993	0.00683436	0.0142943	0.00574348	0.0263842	0.0046244	0.0148024	0.0167958	0.0306741	0.00964716	0.0169038	0.00863473	0.00905022	0.00554961	0.00847576	0.0042894	0.00545503	0.00407245	0.00568914	0.00906851	0.00236545	0.00567584	0.0100752	0.0100939	0.002802	0.013028	0.00357602	0.00347278	0.00787655	0.00268638	0.0096486	0.004487	1	0.250612	0.58472	0.350253	0.229128	0.155658	0.176324	1.28601	0.314292	0.302516	6.869261	0.4918391
480	-38390.59	-38444.88	54.28707	2.358397	1.741408	0.9368453	3.955155	0.8616488	1.011994	0.0360922	0.396785	0.148308	0.286684	0.0472584	1.01518	0.303538	0.0847541	0.862149	0.123659	0.5044187	-3.955155	2.344845	0.1174852	0.6744509	0.3869335	3.66764	3.61821	2.33405	2.17119	2.97468	3.71534	2.02665	1.91585	1.62906	3.52275	-4.382863	0.01484132	0.0189046	0.0108517	0.00854597	0.0111177	0.00679029	0.0477046	0.0147419	0.0154849	0.008838	0.00731419	0.00632043	0.0108851	0.0145037	0.00777962	0.0243921	0.0152261	0.00459001	0.0158589	0.0130578	0.0103591	0.0206487	0.00885989	0.0508633	0.00972606	0.0191954	0.0257835	0.0121882	0.0184391	0.0414188	0.0325798	0.0309059	0.0142378	0.00879778	0.00680488	0.00573995	0.0170011	0.0133239	0.0137585	0.0173046	0.0102002	0.020819	0.00511177	0.0128126	0.0213608	0.00461902	0.00830464	0.0205262	0.00753373	0.00762553	0.00785419	1	0.231074	0.505672	0.3044	0.217186	0.159264	0.190545	1.0576	0.259568	0.266475	4.629606	0.232912
500	-38398.84	-38456.67	57.83629	2.50585	1.83659	0.6988962	4.292614	0.9083402	0.9624195	0.0644061	0.570111	0.148777	0.318705	0.0396986	1.26684	2.09925	0.0888014	0.56812	0.122215	0.8284855	-4.292614	2.007386	0.3032124	0.3492561	0.5252731	4.3666	3.42804	2.36354	2.70181	2.90139	1.25805	2.56864	1.82619	2.08906	3.24688	-4.412589	0.01440663	0.0282887	0.0103468	0.00845135	0.00796004	0.00569431	0.0373153	0.00943588	0.0126475	0.00817589	0.0200655	0.0105113	0.0119974	0.0116847	0.00839781	0.0319439	0.0149037	0.00435622	0.0130738	0.0125635	0.010605	0.0274398	0.00843961	0.037268	0.00859961	0.0227212	0.0238818	0.0149271	0.0207189	0.0296173	0.0113939	0.0171832	0.0141643	0.0100949	0.0094591	0.00991746	0.0066699	0.0091307	0.00663639	0.00589689	0.00233201	0.016829	0.00804619	0.0208917	0.0167279	0.00918395	0.011545	0.0125276	0.0297389	0.0143306	0.00447315	1	0.243955	0.510958	0.308673	0.200901	0.18051	0.175401	1.22935	0.32447	0.33549	4.64187	0.365984
520	-38396.79	-38445.84	49.04982	2.755894	1.752539	0.8571539	4.091139	0.8087748	0.9996061	0.00631181	0.403249	0.146508	0.294479	0.2607	0.277398	0.669456	0.0863506	0.763405	0.342676	0.6590359	-4.091139	2.208861	0.1139941	0.7625734	0.5450418	3.41655	3.40242	2.46191	2.82143	2.83554	1.13921	2.44921	2.25233	1.53835	3.20086	-4.562657	0.01239905	0.0243875	0.0148365	0.00853311	0.010507	0.00532213	0.0479025	0.00874879	0.0147036	0.0115159	0.00969263	0.0106623	0.0082962	0.0136084	0.0072115	0.0280036	0.0131493	0.00797126	0.0265027	0.0145098	0.0107881	0.0303169	0.00793169	0.0410142	0.00473548	0.021137	0.0220585	0.00508753	0.0217929	0.0441868	0.0115363	0.0210673	0.00579605	0.00701617	0.0032941	0.00479331	0.00644169	0.0071365	0.0120148	0.00919185	0.014432	0.0167607	0.0171199	0.00860702	0.0112002	0.00980918	0.00349681	0.0398302	0.00214226	0.0216605	0.0059119	1	0.217803	0.50143	0.289084	0.216588	0.158219	0.17036	1.42304	0.300376	0.238123	4.853712	0.172971
540	-38396.42	-38451.35	54.92944	2.862393	1.482029	0.628283	3.79516	0.7241703	0.7779078	0.0512422	0.698557	0.127571	0.446391	0.145527	0.0137062	0.675006	0.110932	0.284454	0.135733	0.7246767	-3.79516	2.50484	0.2816276	0.9840872	0.4430491	3.7053	3.34259	2.74208	2.71183	3.24348	1.82953	2.33495	1.44971	1.25439	2.87451	-4.196829	0.01787581	0.0218906	0.011131	0.00945378	0.0124812	0.00881513	0.0670342	0.00962255	0.0182689	0.0144645	0.0105809	0.00740708	0.0107385	0.0158689	0.0124361	0.044909	0.0159992	0.00447725	0.0188507	0.0234835	0.0123039	0.0356737	0.0142026	0.0330116	0.00666661	0.0165743	0.020632	0.0137972	0.0125771	0.0659687	0.00807754	0.010154	0.0150065	0.0149532	0.0157434	0.0182938	0.0283814	0.00914655	0.00954784	0.0126924	0.0146132	0.0102953	0.00905453	0.00988931	0.0177952	0.0144759	0.00433152	0.0156486	0.0141515	0.0133971	0.00484941	1	0.234175	0.536988	0.324375	0.19554	0.163058	0.20014	1.18936	0.307023	0.247198	4.779247	0.3886251
560	-38399.42	-38448.29	48.87696	4.033211	2.310063	1.139758	5.023731	1.182551	1.271836	0.100833	0.335964	0.175261	0.391698	0.224136	0.00632902	0.816827	0.0880908	0.963468	0.156459	0.33178	-5.023731	1.276269	0.1618873	1.263791	0.1698926	3.32216	3.30921	2.35982	2.57051	2.8308	2.28741	1.7474	1.69466	2.36552	2.75145	-4.686723	0.01095235	0.0284824	0.0147498	0.00937232	0.00987085	0.00675111	0.0411849	0.0140677	0.0202804	0.00719569	0.0049339	0.00458941	0.0123435	0.0133756	0.00819215	0.0221336	0.0116206	0.00597765	0.0200751	0.0124419	0.00673888	0.0179725	0.00802797	0.0241804	0.00395039	0.0122693	0.0149452	0.00912666	0.0139394	0.0701939	0.0103409	0.0110607	0.0147594	0.00676513	0.00273196	0.00210532	0.00933411	0.00621164	0.0127478	0.0042139	0.0142218	0.00660268	0.0106642	0.00676918	0.0114248	0.00428494	0.021761	0.01455	0.00812179	0.0249111	0.00258639	1	0.254705	0.499191	0.320011	0.169356	0.219194	0.170365	1.03082	0.262689	0.282178	6.287522	0.4879359
580	-38391.44	-38448.93	57.49559	3.7914	2.716137	1.112204	4.877589	1.024551	1.146114	0.115053	0.355464	0.195932	0.325171	0.441911	1.33327	0.451163	0.0746836	0.480401	0.385337	0.6167034	-4.877589	1.422411	0.1794821	0.2628656	0.4372213	3.60443	3.54377	2.68202	2.46709	2.15827	2.42932	2.59738	2.06024	1.55715	2.87547	-4.607404	0.01185646	0.0110549	0.00642998	0.00560256	0.0132032	0.0060912	0.0376379	0.00895842	0.0134956	0.0101946	0.00722966	0.00533104	0.00907691	0.0106059	0.00848033	0.0265304	0.0142348	0.00408285	0.012702	0.0155259	0.00921585	0.0163302	0.00623849	0.0302006	0.00368151	0.0167057	0.018372	0.00651313	0.0136702	0.0639079	0.0126385	0.00730114	0.0245359	0.0124851	0.00870986	0.00490051	0.0109924	0.00451242	0.0277069	0.00986579	0.00903609	0.0171902	0.0077493	0.0130416	0.0129404	0.00592801	0.0130168	0.0149749	0.0149229	0.0158914	0.00877731	1	0.199139	0.515589	0.277915	0.204051	0.129342	0.171407	0.999644	0.274984	0.222461	5.140455	0.2910347
600	-38414.97	-38453.18	38.2136	2.175673	1.256001	0.916724	3.776033	0.7507996	0.9900712	0.0333487	0.367928	0.171651	1.01694	0.11089	3.50253	0.412758	0.104509	0.449873	0.188157	0.7044518	-3.776033	2.523967	0.3470581	0.380858	0.3573937	2.96544	3.25616	2.68208	2.61001	3.20486	1.49034	2.2094	1.79457	1.99013	3.45682	-4.067917	0.02033535	0.0152615	0.00897434	0.00499183	0.0245017	0.0186252	0.0871419	0.0116296	0.0156007	0.0124997	0.0191768	0.00868138	0.0138693	0.0157572	0.00876701	0.0345245	0.0182072	0.0126091	0.0493595	0.0254697	0.014475	0.0269606	0.0123535	0.0429194	0.0077612	0.020756	0.0269802	0.0409208	0.0243919	0.0368149	0.0483138	0.0111185	0.0107644	0.00993365	0.00293033	0.00455604	0.00489283	0.00899365	0.0139265	0.0136957	0.0158843	0.00619508	0.00913923	0.00617308	0.0271594	0.0076644	0.0171607	0.0163983	0.0206618	0.00323753	0.00961993	1	0.237553	0.454367	0.300106	0.243112	0.139801	0.166484	1.17159	0.261799	0.252222	4.156891	0.4926641
620	-38391.72	-38436.43	44.70844	3.343585	2.286164	1.373209	5.79426	1.103915	1.467235	0.105013	0.392003	0.141653	0.312298	0.124591	0.386278	0.264517	0.106895	2.82142	0.235425	0.3426912	-5.79426	0.5057401	0.1753926	0.2170662	0.1672987	4.39274	3.05455	2.271	2.53511	3.02376	1.95011	2.79188	1.66735	1.76233	3.32708	-4.463283	0.0136945	0.00923069	0.005436	0.00469505	0.0128756	0.00753984	0.0446469	0.0102307	0.015358	0.0114316	0.00754663	0.00541213	0.0165971	0.0131616	0.00599895	0.0246485	0.0115924	0.0044434	0.0163523	0.0164694	0.0134978	0.0259769	0.00694214	0.0430628	0.00621671	0.0240389	0.0244688	0.0111593	0.0184723	0.0307064	0.0160414	0.0120412	0.00941557	0.0112541	0.00389359	0.00465559	0.00997273	0.00370102	0.021331	0.00635526	0.0275783	0.0122656	0.01662	0.00264194	0.0158457	0.0105656	0.00552284	0.0136825	0.0311794	0.0147907	0.00972114	1	0.162169	0.391107	0.231497	0.149204	0.107293	0.124558	0.920743	0.221051	0.205403	6.011326	0.5118093
640	-38392.91	-38445.45	52.54337	2.886769	3.307884	1.202893	6.013431	1.365249	1.43303	0.0251909	0.630882	0.132643	0.476611	0.195727	0.445613	0.569213	0.115762	0.67004	0.170539	0.6600353	-6.013431	0.286569	0.2229748	0.5853365	0.4370606	4.66518	3.20788	2.55916	2.9107	2.91546	1.74735	2.03579	1.92885	1.29436	3.22189	-4.748902	0.01029209	0.0115481	0.00670582	0.00380435	0.0141883	0.00803493	0.053794	0.0129297	0.0186658	0.00716672	0.00635949	0.00477334	0.0090356	0.0118186	0.0075295	0.0209545	0.014919	0.0037774	0.0105006	0.0138378	0.00723711	0.0145262	0.00739219	0.0357963	0.0066836	0.0223542	0.0225827	0.0101107	0.0175952	0.0220452	0.00607536	0.00629182	0.015046	0.0110072	0.006231	0.00775435	0.00539422	0.0191552	0.00198525	0.00505808	0.0177835	0.00650267	0.00437422	0.0077995	0.026462	0.00349182	0.00191651	0.0128744	0.0144351	0.00404924	0.00588104	1	0.20282	0.408791	0.293327	0.192213	0.145438	0.162854	1.04921	0.245226	0.218738	6.598767	0.3378225
660	-38393.52	-38444.22	50.69791	1.675754	1.28586	0.7539445	2.917987	0.7186395	0.7833992	0.01897	0.385284	0.143025	0.378992	0.342599	0.0203168	0.25102	0.118325	2.37269	0.273448	0.8920173	-2.917987	3.382013	0.3016764	0.6578732	0.5903409	3.66022	2.89075	2.7494	2.68418	2.98635	1.31933	2.97756	1.92354	1.08234	3.18453	-4.270383	0.01660816	0.0153851	0.010439	0.00533471	0.0156682	0.00786412	0.0592336	0.00969002	0.0136464	0.0103181	0.0131314	0.00802526	0.0115796	0.014175	0.0104985	0.028578	0.0234029	0.0112899	0.0355653	0.0229498	0.0173576	0.0254061	0.0100649	0.0446468	0.00429246	0.0261192	0.0366635	0.0147074	0.041152	0.0496724	0.0340924	0.0143474	0.0202055	0.00939426	0.00393326	0.0194961	0.00947635	0.00818939	0.0159553	0.0104041	0.0192473	0.0127888	0.0135135	0.00491219	0.0321494	0.0046816	0.0103943	0.0139208	0.018555	0.0104162	0.00853024	1	0.229642	0.600957	0.338647	0.215504	0.173172	0.171405	1.34654	0.350526	0.286457	3.57586	0.3381957
680	-38383.45	-38438.56	55.10559	1.887377	1.459776	0.8198654	3.126996	0.8210935	0.8591419	0.0570631	0.576199	0.152501	0.553417	0.41582	0.0773785	0.880683	0.102957	1.03549	0.19178	0.9215571	-3.126996	3.173004	0.325896	0.4614804	0.5956611	3.81867	3.19615	2.27143	2.9989	3.07744	2.01348	2.2501	1.73447	2.12365	3.19703	-4.378537	0.01490566	0.0126659	0.00508804	0.00760587	0.0185428	0.013317	0.0815651	0.00782834	0.00863117	0.00992098	0.0113222	0.00702564	0.0068347	0.00993269	0.00571892	0.0221284	0.0194289	0.00614586	0.0383895	0.0254482	0.015352	0.0295702	0.012088	0.0435686	0.010292	0.017785	0.0279437	0.00668785	0.0257708	0.0420512	0.00852837	0.00739324	0.0169628	0.00904013	0.0176339	0.0213338	0.007538	0.0127944	0.0204965	0.016505	0.00825242	0.00494304	0.0116389	0.0116685	0.0211972	0.00692537	0.00717936	0.0163273	0.00839728	0.0190753	0.0083567	1	0.276448	0.61023	0.355618	0.234109	0.169289	0.195125	1.43805	0.376676	0.323069	3.588476	0.3536363
700	-38396.92	-38446.56	49.64428	2.206876	2.318727	1.228091	5.503844	1.320641	1.472656	0.0126287	0.428103	0.182841	0.413083	0.283343	0.311025	1.00476	0.087578	4.37898	0.271786	0.5523921	-5.503844	0.7961561	0.3069661	0.3759551	0.245426	3.39214	3.37024	1.92418	2.30433	3.088	1.57499	2.54744	1.98416	1.69805	3.72121	-4.830564	0.00948502	0.0467122	0.0193501	0.00780246	0.00513998	0.00412695	0.0273115	0.00355279	0.00668074	0.00685049	0.0063775	0.00433918	0.00626324	0.0075648	0.00535278	0.0201063	0.00792827	0.00383304	0.0153965	0.01544	0.00819315	0.0190428	0.00714508	0.0296487	0.00497964	0.0143349	0.0252068	0.0199532	0.0357955	0.0148833	0.0049818	0.00579203	0.00765712	0.00539624	0.00684014	0.00225143	0.00566263	0.00298887	0.00481962	0.0166772	0.0713228	0.00175257	0.00332613	0.0034502	0.00747079	0.0136069	0.00518306	0.0120256	0.00728551	0.00628665	0.00479117	1	0.264713	0.60102	0.355516	0.228636	0.238957	0.218214	1.3379	0.342546	0.292626	5.879799	0.5557033
720	-38377.4	-38446.09	68.69326	3.548885	2.658976	1.517012	4.969055	1.527568	1.613391	0.0381707	0.527798	0.170741	0.375744	0.164696	0.458071	0.548019	0.120782	0.862821	0.262089	0.4638391	-4.969055	1.330945	0.1272482	0.7358041	0.336591	2.88336	3.48682	2.16733	2.24272	2.56389	1.58416	3.13392	2.01214	1.54955	3.44504	-4.965182	0.00829038	0.0157556	0.00771234	0.00422776	0.0081225	0.00278233	0.0214559	0.00857361	0.0164371	0.0050796	0.0107362	0.00903963	0.00712549	0.00948043	0.00402704	0.0166306	0.00843208	0.00127961	0.00698071	0.0108979	0.00655586	0.0144999	0.00644245	0.0250847	0.0049711	0.0127006	0.0125791	0.00397299	0.0112926	0.0389015	0.0103062	0.00627114	0.00684544	0.00832975	0.0018749	0.0091806	0.0017814	0.00506409	0.00678928	0.00366769	0.00721352	0.00397581	0.00880743	0.00895171	0.00673318	0.0123994	0.00609597	0.0160974	0.00720933	0.00382366	0.00430365	1	0.271714	0.54848	0.391378	0.24666	0.196461	0.212568	1.48077	0.357507	0.314177	5.70486	0.2743368
740	-38380.74	-38453.42	72.67227	3.235564	2.396472	1.188504	5.913833	1.567884	1.64936	0.0687249	0.692704	0.177377	0.466297	0.238265	1.2017	0.698756	0.0829782	0.339376	0.255432	0.4168885	-5.913833	0.3861672	0.08271904	0.7537393	0.3341695	3.38973	3.07812	2.33768	2.9894	3.4445	1.39771	2.144	1.66657	1.59712	2.97849	-4.872988	0.009091042	0.0115906	0.00555259	0.00475703	0.00528253	0.00293526	0.0229527	0.00741741	0.00923138	0.00711675	0.00650831	0.00533673	0.00810833	0.0070035	0.00657318	0.0210836	0.00966659	0.00184335	0.00672241	0.0109564	0.00641452	0.0152644	0.00829738	0.0262098	0.00406609	0.0121016	0.0158689	0.00353992	0.025373	0.017932	0.00696868	0.0118681	0.00456019	0.00662279	0.00350441	0.00649987	0.00653418	0.006123	0.00299216	0.00261643	0.0126869	0.0104312	0.00809112	0.00772264	0.0082043	0.00227211	0.00686548	0.0161935	0.0043138	0.00772435	0.00465174	1	0.275279	0.552041	0.328694	0.215825	0.174051	0.175099	1.14632	0.280403	0.279201	6.667572	0.19842
760	-38392.9	-38452.18	59.2857	3.5679	2.653705	0.9235458	6.014628	1.100951	1.164797	0.0757915	0.398252	0.148708	0.279766	0.32031	0.295687	0.592145	0.096591	0.80828	0.126463	0.4578085	-6.014628	0.2853716	0.01447843	0.4984717	0.4433301	2.87228	3.124	2.69175	2.04576	2.98396	2.22148	1.73743	2.16185	1.611	2.91517	-4.596872	0.011982	0.0197364	0.0110124	0.00545373	0.0143986	0.00836975	0.0555707	0.00887372	0.0109489	0.00651941	0.0144564	0.00769387	0.00990687	0.0115267	0.00741666	0.0200706	0.00772058	0.0016222	0.0170757	0.016448	0.0116257	0.0209083	0.00806461	0.0276499	0.00444147	0.0148658	0.0151493	0.0208315	0.00804795	0.0209976	0.0046929	0.0042694	0.00584125	0.0064414	0.00663171	0.00708016	0.00665199	0.00366998	0.00389008	0.00886652	0.0153316	0.0107817	0.00391593	0.0194488	0.00786114	0.009834	0.016018	0.00698493	0.0223093	0.00874287	0.00414386	1	0.26876	0.60996	0.366138	0.216077	0.163666	0.190104	1.15351	0.290803	0.299162	6.5131	0.03162552
780	-38401.37	-38459.59	58.22409	2.804814	2.191815	0.7556269	5.978225	0.8842163	1.099615	0.0346059	0.422318	0.180421	0.459491	0.0392119	0.283682	0.587515	0.0188089	0.648241	0.208259	0.6210241	-5.978225	0.3217746	0.2785628	0.3961361	0.3424612	2.96287	3.13719	2.68459	2.67326	3.12522	1.26452	2.75665	1.78443	1.56194	3.24807	-4.429626	0.01416327	0.0307805	0.0151321	0.00542141	0.0148596	0.00727015	0.0459776	0.00964551	0.0116587	0.0126978	0.00961421	0.00832066	0.0107435	0.00795554	0.00727955	0.0316591	0.0147265	0.00962774	0.0360989	0.00992933	0.0068957	0.0155003	0.00578392	0.0298229	0.00547405	0.0199386	0.0190413	0.0111526	0.0172999	0.0170682	0.00951397	0.0111625	0.0138995	0.00809691	0.00531342	0.00698495	0.00946709	0.0223989	0.0052868	0.00845248	0.002849	0.00755858	0.00807772	0.00331973	0.0207986	0.00948824	0.0054359	0.00541371	0.0185974	0.00372177	0.00314352	1	0.261483	0.543947	0.308622	0.223609	0.112675	0.192054	1.13834	0.239111	0.291568	6.374362	0.448554
800	-38376.42	-38439.03	62.6089	2.298849	3.019342	0.9474853	5.685412	1.152498	1.263412	0.0655529	0.491784	0.165332	0.24527	0.164695	0.52079	0.159047	0.104855	0.749008	0.252578	0.7591223	-5.685412	0.6145882	0.2684848	0.6602267	0.4906375	4.26854	3.34079	2.69385	2.8674	3.22202	1.9643	1.96488	1.74065	1.64166	3.31227	-4.723453	0.01055738	0.0205586	0.00936311	0.00762482	0.0106744	0.00555473	0.0312088	0.00609023	0.00695646	0.00733405	0.0141287	0.0115486	0.00943503	0.0117817	0.011026	0.0275768	0.0113887	0.00308006	0.0154788	0.012251	0.00756553	0.0246933	0.0113719	0.0423679	0.00653401	0.0183367	0.0242385	0.00957861	0.0169954	0.0185063	0.00350404	0.00654143	0.0185138	0.00716734	0.00690726	0.00704778	0.00515381	0.0108181	0.00360203	0.00698635	0.00828807	0.00515484	0.00898167	0.00677317	0.0145297	0.00542159	0.00671198	0.00812287	0.00802758	0.0212627	0.00437016	1	0.250541	0.556719	0.351024	0.229171	0.184213	0.195962	1.17219	0.317932	0.286616	6.345638	0.3536779
820	-38418.24	-38465.25	47.01217	1.469943	0.8960821	0.6348567	2.6518	0.6610908	0.6695447	0.0162859	0.815287	0.201397	0.492869	0.322778	0.576365	0.388756	0.121256	0.679682	0.364694	1.054355	-2.6518	3.6482	0.4520764	0.5392408	0.602279	2.88887	3.66392	2.36249	2.68748	3.0556	2.65301	3.2305	2.58197	1.57068	2.47004	-4.088021	0.01993061	0.0242516	0.0135128	0.00649024	0.010588	0.00657514	0.0371016	0.0198434	0.0231149	0.0104105	0.0262228	0.0146738	0.0117605	0.0155936	0.0172174	0.0267406	0.021334	0.00553017	0.0152766	0.0218172	0.0167912	0.0359012	0.0128329	0.0479568	0.009494	0.0280469	0.0335459	0.0355616	0.0251542	0.0459389	0.0296595	0.0218969	0.0104033	0.0133886	0.0313832	0.0149337	0.00898586	0.00349309	0.0153478	0.00877308	0.0143536	0.0117403	0.0213888	0.0666365	0.0235198	0.00439798	0.0104312	0.0230892	0.00985601	0.00994231	0.00824082	1	0.286634	0.690453	0.387184	0.272172	0.22364	0.254862	1.60352	0.351533	0.344283	3.19104	0.4287704
840	-38393.92	-38452.93	59.00745	3.164493	2.687402	1.019537	5.710454	1.206008	1.393006	0.0142741	0.334939	0.143804	0.785988	0.158998	0.0396105	0.746276	0.104799	0.456244	0.263592	0.4390047	-5.710454	0.5895456	0.1554005	0.5924755	0.2836042	4.84841	3.72546	2.22639	2.35479	3.24231	1.8896	2.23141	1.72629	1.67322	3.08629	-4.862865	0.00918354	0.0417627	0.0237327	0.00960104	0.0061132	0.0045961	0.0300541	0.00626732	0.0106949	0.00630799	0.0068754	0.00569682	0.00713982	0.010014	0.00721073	0.022674	0.00818795	0.00447139	0.0163235	0.00856279	0.00435833	0.0115213	0.00574141	0.0413104	0.00648102	0.0192518	0.0166325	0.01262	0.00908796	0.020538	0.0168787	0.00931595	0.00896581	0.00758933	0.00276212	0.00320337	0.00897	0.0100824	0.00150837	0.00614134	0.00556305	0.00917074	0.00128502	0.0059251	0.0108703	0.0106112	0.0029657	0.00755362	0.00677053	0.00407075	0.00461306	1	0.278807	0.558192	0.370594	0.26244	0.124036	0.200018	1.61629	0.295911	0.310565	6.30293	0.3539838
