Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	alpha_mol[10]	birth	death	diff_age_root_ingroup	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
1880	-38411.99	-38455.35	43.35735	4.426614	1.923167	1.644191	7.329873	1.661167	1.793331	0.0663191	0.605289	0.18329	0.381251	0.0456317	1.00173	0.493763	0.106506	0.950532	0.244368	0.6014644	0.4046095	0.8476654	0.1968549	4.51276	2.8856	2.04255	2.81774	3.00362	2.39468	1.89512	1.64582	2.06916	3.08153	-4.467086	0.01364253	0.0179599	0.00857765	0.00601538	0.0138147	0.00582241	0.0367213	0.00870289	0.00843434	0.00816746	0.00686797	0.00538975	0.00900609	0.0101512	0.00698471	0.0206111	0.0125853	0.00552228	0.0177122	0.0159865	0.0122077	0.0344541	0.0114605	0.0260066	0.00626141	0.0206992	0.0187194	0.0131725	0.012364	0.0283377	0.0120787	0.0232455	0.00850946	0.00872764	0.0412603	0.00227156	0.0459122	0.00319309	0.0116346	0.00443671	0.0122099	0.00912915	0.00286581	0.00850315	0.0191593	0.00820817	0.00774084	0.0101036	0.00498653	0.0108934	0.00650343	1	0.167131	0.393706	0.23033	0.129134	0.0894529	0.145373	0.880014	0.222207	0.193299	8.177538	0.6727074
1900	-38359.97	-38448.03	88.05833	10.64896	6.975679	3.969595	19.62781	3.963566	4.194534	0.104344	0.406568	0.199032	0.230881	0.239743	0.317532	3.27573	0.127474	0.626757	0.159708	0.1890224	0.03002576	0.8590822	0.1589966	3.96017	3.33162	2.53345	2.47127	2.68382	1.76176	2.62072	2.2133	1.87027	2.67984	-5.742521	0.003810487	0.00863229	0.00514955	0.00211431	0.00321925	0.00283126	0.0129747	0.00259714	0.00348415	0.00229937	0.00289097	0.00252296	0.00152225	0.00276888	0.00259128	0.00784603	0.00410009	0.00263002	0.00799843	0.00420002	0.00377555	0.00842168	0.00372338	0.0146795	0.00185851	0.00680912	0.00683429	0.00170941	0.00436086	0.00893225	0.00335863	0.00313099	0.00290296	0.00239321	0.00383148	0.00218522	0.00369287	0.00187401	0.000908675	0.00294823	0.00153705	0.00256772	0.00112673	0.00410436	0.00410236	0.00314773	0.00214065	0.00329533	0.00448702	0.00273556	0.00213805	1	0.2044	0.421339	0.268198	0.15475	0.107018	0.134306	1.17651	0.281277	0.233364	20.4869	0.1588476
1920	-38375.93	-38444.25	68.3113	4.797128	3.318731	1.542537	6.830705	1.591175	1.643364	0.0859771	0.546715	0.152352	0.466609	0.315691	1.61574	0.72675	0.1103	0.744025	0.178515	0.477561	0.1114233	0.04441115	0.3661377	2.61847	3.39454	2.91683	2.55124	2.81802	1.59208	2.5899	1.7719	1.56552	3.12456	-4.868451	0.00913238	0.0128978	0.00643423	0.00597497	0.00641	0.00483265	0.0255512	0.006904	0.0117311	0.00515108	0.00357708	0.00497571	0.00454376	0.0051714	0.00524374	0.0164462	0.00928638	0.00278468	0.00797833	0.0173553	0.00969796	0.0139307	0.00527289	0.0400099	0.00405224	0.0158332	0.0118322	0.00466109	0.00738962	0.0311709	0.0036022	0.00394604	0.0117568	0.00820538	0.00384241	0.00761045	0.0061471	0.0103604	0.00569321	0.00405568	0.00678744	0.0122818	0.00280706	0.0206266	0.0121959	0.00456569	0.00828162	0.0076529	0.0105393	0.0121158	0.00557689	1	0.241026	0.492444	0.335655	0.213927	0.198504	0.156852	1.23408	0.330358	0.278426	6.875117	0.2333175
1940	-38391.27	-38441.56	50.29123	2.373409	1.798992	0.9368356	4.101143	0.9613585	0.9862003	0.0720182	0.408215	0.122961	0.331558	0.0606625	1.44634	0.547095	0.10431	1.36097	0.249952	0.9025511	0.3529265	0.1731277	0.5496245	3.73025	3.08214	2.44589	2.6624	2.68472	2.48754	1.87365	1.87345	1.85395	3.70686	-4.678957	0.01103775	0.0200379	0.0105019	0.00928438	0.00943671	0.00707294	0.0370829	0.00706679	0.0107425	0.00872894	0.0224459	0.0147981	0.0142599	0.014393	0.010948	0.0207217	0.0120827	0.00744487	0.0357664	0.013877	0.00990789	0.0218536	0.0071072	0.033032	0.00492337	0.0166461	0.0236148	0.0124266	0.0240782	0.0299425	0.0150415	0.0131974	0.0124349	0.00707609	0.00624463	0.00201852	0.00499623	0.00871324	0.0188485	0.0173289	0.00857744	0.00574004	0.00852688	0.010311	0.018587	0.00687736	0.0102501	0.0119167	0.042969	0.0149447	0.00554258	1	0.256264	0.522683	0.388917	0.223459	0.121293	0.225907	1.29687	0.331171	0.304219	4.274271	0.3910322
1960	-38350.34	-38435.3	84.9631	6.219275	4.071943	1.650121	12.2706	2.446074	2.607282	0.0198624	0.373326	0.112967	0.667682	0.266554	0.0997796	0.589132	0.10486	0.589913	0.17943	0.2619135	0.09021517	2.164663	0.1716983	2.68066	3.17308	2.39977	2.70992	2.62607	1.81781	2.31725	2.32542	1.65146	3.32534	-5.392829	0.005405671	0.0114097	0.00608053	0.00298576	0.00441533	0.00205459	0.0128357	0.00552845	0.00902943	0.00315338	0.00480818	0.00246438	0.00613463	0.00693102	0.00593827	0.0129223	0.00587016	0.00276509	0.0057071	0.00793968	0.00457277	0.0122707	0.00515897	0.014202	0.00343383	0.00661463	0.00897294	0.00397371	0.00770194	0.00940408	0.0034417	0.00587281	0.00493127	0.00356891	0.00699351	0.00402225	0.00661838	0.00367107	0.0013006	0.0028334	0.00336855	0.00206275	0.00517847	0.00368636	0.00723923	0.0023768	0.00605417	0.00395541	0.00414083	0.00218009	0.00143671	1	0.248708	0.486835	0.380031	0.19793	0.152417	0.182249	1.20004	0.306937	0.292369	14.43526	0.3444464
1980	-38384.21	-38445.89	61.68578	8.773525	4.842521	2.156124	16.36372	2.832887	2.998414	0.0618978	0.787547	0.148411	0.364143	0.211507	16.6811	0.324108	0.107681	2.0099	0.279743	0.4154027	0.2988289	0.5638945	0.1165738	4.52852	3.73364	2.13595	2.55462	2.95404	2.09485	3.50742	1.86409	1.97743	2.53034	-5.119934	0.007101767	0.011997	0.00557285	0.00706823	0.0057587	0.00253749	0.0212506	0.00514765	0.00845403	0.00249286	0.00573768	0.00428584	0.0091394	0.00967067	0.0036393	0.0153706	0.00535391	0.00236106	0.0105975	0.00693289	0.00445004	0.0104083	0.00372285	0.0173811	0.00451875	0.00674389	0.00844605	0.00188966	0.00582252	0.00939428	0.00385574	0.00500362	0.00492547	0.00285325	0.00663147	0.00351048	0.0031545	0.00168711	0.00209359	0.00239938	0.00239808	0.00339182	0.0266041	0.00652822	0.00569331	0.00648981	0.00641559	0.00285486	0.00845751	0.0155684	0.00174491	1	0.207826	0.464483	0.289568	0.198365	0.148271	0.148024	1.02941	0.296797	0.245907	16.92762	0.7193716
2000	-38384.55	-38447.67	63.11511	4.275383	3.149034	1.563514	8.575356	1.511603	1.649523	0.0136538	0.343444	0.091365	0.501949	0.253854	4.67933	0.652448	0.0981138	0.711395	0.178881	0.3261678	0.06878944	0.2767816	0.2573783	3.64552	2.91225	2.32054	3.23501	2.72794	1.37423	2.69406	1.95062	1.20937	4.0679	-4.779166	0.009985279	0.0178986	0.0079677	0.00513227	0.0125635	0.00675627	0.0449192	0.00522433	0.0111617	0.00575962	0.00679757	0.00378137	0.00687682	0.00927869	0.00463641	0.0179548	0.00966796	0.00226197	0.00802737	0.0125345	0.00795347	0.0226507	0.00843337	0.0234551	0.00353449	0.0152976	0.0184876	0.00695413	0.0109762	0.0151417	0.00817704	0.0063105	0.0113527	0.00973712	0.00396904	0.00577937	0.0100001	0.0064926	0.0208713	0.00678799	0.00473936	0.00575043	0.0101138	0.0145346	0.0108278	0.00846588	0.00632195	0.00556726	0.00315296	0.0104639	0.00538886	1	0.203146	0.447808	0.282244	0.195566	0.141919	0.138195	1.01095	0.285798	0.214459	8.852137	0.210902
2020	-38324.16	-38431.04	106.8751	20.21732	10.25671	5.799745	31.82105	6.052637	6.581366	0.0770656	0.412988	0.0931439	0.471348	0.340516	0.213452	0.396774	0.111018	2.36718	0.165486	0.09328604	0.05185322	1.154392	0.04143282	3.46635	3.27613	2.56542	2.51734	2.68574	1.84369	2.9559	2.01229	1.73667	3.16137	-6.223367	0.002355871	0.00254153	0.00133366	0.00123531	0.00171966	0.00105422	0.00832277	0.00178061	0.00174935	0.00137533	0.00226706	0.000791256	0.00127826	0.00153771	0.00122464	0.0039885	0.00248214	0.0011	0.0027136	0.00299468	0.00208268	0.00425725	0.00162699	0.00434193	0.000581057	0.00202176	0.00270252	0.00156286	0.00302153	0.00543141	0.00224456	0.00260049	0.00184639	0.00170807	0.00621909	0.00116749	0.00187445	0.000660634	0.00143409	0.00112865	0.0016578	0.00197126	0.000494615	0.00146361	0.00289272	0.00131751	0.00131206	0.00140673	0.000916289	0.00238512	0.00102619	1	0.219702	0.501904	0.306227	0.189412	0.136693	0.183779	1.27725	0.252992	0.265567	32.97545	0.5558519
2040	-38360.95	-38441.73	80.77873	8.948829	6.286212	2.886361	15.62782	2.377142	3.112066	0.109438	0.400242	0.153581	0.369899	0.290982	0.169917	0.748586	0.116407	1.00216	0.220522	0.1466328	0.04439462	2.351737	0.1022382	4.15588	2.69657	2.2792	2.60626	2.85429	1.1764	2.86063	2.2315	1.53146	4.09142	-5.617534	0.004317788	0.00507666	0.00180155	0.0021152	0.00391303	0.00297665	0.0153171	0.00363849	0.00302253	0.00393627	0.00526203	0.00458285	0.00467593	0.00540669	0.00443694	0.00938397	0.00510982	0.00137879	0.00299368	0.0056752	0.00392685	0.00802095	0.00443551	0.0165901	0.00324209	0.00440377	0.00761317	0.00157344	0.0110522	0.0110324	0.00299604	0.0035905	0.0048179	0.00712162	0.00168191	0.00215255	0.00419768	0.00124174	0.00328587	0.00637129	0.00522487	0.00296991	0.00458746	0.000921503	0.00552227	0.00355554	0.00384135	0.00273836	0.00412965	0.00590355	0.0019438	1	0.208184	0.436799	0.319813	0.166369	0.110495	0.15609	1.14724	0.247084	0.232212	17.97956	0.3027604
2060	-38413.74	-38458.2	44.46061	1.858279	1.35024	0.6709041	3.564575	0.6806597	0.7585073	0.036842	0.391362	0.188004	0.305605	0.121985	0.464793	0.362429	0.112245	0.870635	0.308226	1.218482	0.7354792	0.05152454	0.4830027	3.27206	2.83679	2.09508	2.38882	3.21438	1.53935	1.89492	1.93126	1.55706	3.61012	-3.885058	0.02441554	0.0387503	0.0204295	0.0106511	0.0152268	0.0129056	0.0602348	0.016666	0.0159284	0.019424	0.0233316	0.01521	0.0171242	0.0160197	0.0140173	0.0325272	0.0225687	0.010099	0.0289223	0.0254082	0.0167799	0.0351565	0.0126326	0.120935	0.017833	0.0527515	0.0357341	0.0447497	0.0166885	0.0428985	0.0147815	0.0203584	0.0196957	0.0148965	0.0259954	0.0185575	0.0174968	0.01324	0.0237631	0.0325574	0.0278838	0.0292012	0.0130987	0.0151815	0.0322417	0.0116411	0.00823435	0.0136734	0.0120889	0.0171974	0.0113708	1	0.209066	0.437524	0.291282	0.192051	0.158189	0.130331	1.11473	0.265926	0.222122	3.616099	0.6036029
2080	-38384.54	-38431.02	46.47903	5.179798	2.932984	1.24285	6.660485	1.3274	1.386396	0.0478312	0.384137	0.110119	0.429156	0.181537	0.790315	0.529638	0.0941066	1.03316	0.177529	0.599312	0.2945818	0.03022642	0.3047302	5.02294	2.96763	2.35166	2.5678	2.59157	1.75837	2.05805	1.89332	1.65538	3.52423	-4.515199	0.01300168	0.0239828	0.0123493	0.00820477	0.00779395	0.00673362	0.0339562	0.00629395	0.0117024	0.00759255	0.00987516	0.0088501	0.00917611	0.00885395	0.00770637	0.0240058	0.0155633	0.00444084	0.0130655	0.0141369	0.00918933	0.0372078	0.0123707	0.0428007	0.00902329	0.0226131	0.0155662	0.00873295	0.00837156	0.0531219	0.00395261	0.00735803	0.0234731	0.0108461	0.0177488	0.00913022	0.0141961	0.00399485	0.0113747	0.0245973	0.0110613	0.0141544	0.00409687	0.0181167	0.014687	0.00511531	0.00926147	0.00869315	0.03769	0.0202471	0.00712128	1	0.194296	0.347518	0.242296	0.148714	0.108494	0.125676	0.833697	0.221497	0.208339	6.690711	0.4915333
2100	-38364.54	-38447.07	82.53121	14.38831	11.16823	4.619972	28.42474	5.390638	5.608759	0.0123656	0.688324	0.138303	0.553553	0.228598	0.67997	0.019317	0.104959	0.518202	0.267866	0.09946389	0.05413839	1.818718	0.0453255	3.08373	3.76892	2.12198	2.70829	2.99899	2.12902	2.44424	2.11667	1.66368	2.88747	-5.721558	0.003891207	0.0050069	0.00339803	0.00147086	0.00153958	0.000911472	0.00739526	0.00209164	0.0031007	0.00302633	0.0025868	0.00124261	0.00308245	0.00253212	0.00246712	0.00635531	0.00389252	0.00179908	0.00613066	0.00631894	0.00509627	0.00350555	0.00122714	0.0100937	0.00112227	0.0045016	0.00461811	0.00478334	0.00368522	0.00508093	0.0131271	0.00116938	0.00427952	0.00215102	0.00168765	0.00217812	0.00235688	0.00198527	0.00194402	0.00220335	0.00630419	0.00444991	0.00259036	0.00485629	0.00392169	0.00392348	0.0014945	0.00183149	0.00663275	0.00142447	0.00145367	1	0.193984	0.436203	0.266961	0.177138	0.131842	0.142284	0.985899	0.26964	0.22991	30.24346	0.5443019
2120	-38361.31	-38452.79	91.48509	12.6635	10.06114	4.178577	25.76322	4.625463	4.955808	0.0943913	0.335174	0.144546	0.632774	0.40894	1.94867	0.791027	0.0875862	0.87384	0.224807	0.1341264	0.04270453	0.01231534	0.09142182	4.68667	2.66543	2.71266	3.16937	3.4255	1.28727	2.08827	2.02398	1.7922	3.36961	-5.72542	0.003876211	0.00476552	0.00203341	0.00168656	0.00271005	0.00224508	0.00917223	0.00259067	0.00294583	0.00184688	0.00292328	0.00206429	0.0034104	0.00359008	0.00296458	0.00729312	0.00436451	0.00163323	0.00419046	0.00652353	0.00439709	0.00481519	0.00223689	0.00911459	0.0017612	0.00420376	0.00560791	0.00199854	0.00487448	0.00601801	0.00188159	0.00173841	0.00418229	0.00275746	0.0036337	0.0012292	0.00698405	0.00161155	0.00257563	0.00376889	0.00164527	0.00416384	0.0033988	0.00126114	0.00474192	0.00167279	0.00241945	0.00195623	0.00827975	0.00251432	0.0016435	1	0.191099	0.42338	0.279833	0.181813	0.125999	0.13465	0.928963	0.235124	0.233301	25.77553	0.3183903
2140	-38379.65	-38449.44	69.79333	6.102747	4.263102	2.29279	12.50817	2.155547	2.443902	0.0765191	0.447778	0.250998	0.32057	0.134662	0.200111	0.900909	0.0907616	1.15133	0.289147	0.2874616	0.03022395	0.3065182	0.2572376	3.80793	3.19804	2.31512	2.82494	3.02194	1.43336	2.23866	1.89039	1.41611	3.24664	-5.029535	0.007773672	0.0190146	0.00539496	0.00649652	0.00376313	0.00249408	0.0159181	0.00568117	0.00839893	0.00537933	0.00614882	0.00246758	0.00508607	0.00825037	0.00427437	0.0107622	0.00743074	0.00200763	0.0117332	0.00852978	0.00526475	0.0088064	0.00452479	0.0214759	0.00448844	0.0107621	0.0116453	0.00284154	0.0102476	0.00941692	0.0106032	0.00436103	0.00321544	0.0052592	0.00349638	0.0125844	0.00544017	0.00189166	0.00968749	0.0020864	0.00704399	0.010564	0.00450225	0.002849	0.0112825	0.00763713	0.00156021	0.00518999	0.00742467	0.00747173	0.00285276	1	0.225594	0.44752	0.303115	0.176095	0.12487	0.160049	0.934499	0.315612	0.244188	12.81469	0.1051409
2160	-38403.51	-38441.78	38.26843	2.028206	1.38523	0.6066954	3.920046	0.8673114	0.9427762	0.0223187	0.589154	0.148171	0.49294	0.222712	0.780557	0.966718	0.121684	0.596049	0.213976	1.308999	1.019818	0.219261	0.2891807	3.99728	3.66308	2.91751	2.09051	2.62792	1.27053	2.34958	2.03006	1.87699	3.12261	-3.967129	0.02249175	0.0180643	0.00832644	0.00814299	0.017275	0.00771236	0.0524421	0.0141074	0.0211256	0.0117443	0.0198886	0.00905196	0.0142664	0.0192281	0.0142704	0.0583582	0.0221802	0.0129707	0.0274104	0.0296804	0.0270019	0.0334616	0.0133451	0.0948341	0.0148381	0.0491723	0.0373528	0.0216476	0.0231409	0.04444	0.0399234	0.00814999	0.0159635	0.0139236	0.0143687	0.0175281	0.020924	0.0159442	0.00418131	0.0161468	0.0198407	0.0123361	0.0167405	0.0104751	0.0257194	0.0205213	0.00925163	0.0167078	0.0176343	0.0172895	0.0121509	1	0.182018	0.39855	0.283624	0.156586	0.101917	0.139326	0.975691	0.257292	0.203185	4.139307	0.7790825
2180	-38372.63	-38438.46	65.82489	5.264872	4.573078	2.214061	11.11938	2.495719	2.655031	0.0932047	0.371735	0.175185	0.44257	0.17176	0.74562	0.433222	0.102742	1.44757	0.278981	0.3247254	0.1441201	2.501538	0.1806052	2.90798	3.67813	2.42936	2.67826	2.92116	2.47355	2.59862	1.86471	1.95858	3.22068	-5.013784	0.007897086	0.0139448	0.00481749	0.00397138	0.00599075	0.00195047	0.02099	0.00427642	0.00850516	0.00378384	0.00646923	0.00413246	0.00569067	0.00864674	0.00420426	0.0169624	0.0073958	0.00366212	0.00644641	0.0080068	0.00459125	0.0171702	0.00590254	0.0317693	0.00628961	0.0169706	0.015121	0.00787434	0.0090553	0.0141628	0.00562892	0.0107705	0.00650063	0.0059193	0.00724393	0.0061823	0.00254941	0.00714452	0.00253804	0.00282804	0.011789	0.00763227	0.00708481	0.0078402	0.010625	0.00539184	0.00436748	0.00507778	0.00479327	0.00431088	0.00316314	1	0.179131	0.393876	0.238138	0.163784	0.132347	0.14954	0.932554	0.198791	0.181256	13.62091	0.4438216
2200	-38360.17	-38437.75	77.57251	7.734637	4.227283	2.352831	11.9768	2.513219	2.725678	0.0657	0.491287	0.145468	0.647252	0.184144	0.478218	4.14325	0.0624143	5.25027	0.266181	0.4040342	0.2095036	0.8968221	0.1945306	4.75067	3.26468	2.46839	2.45847	2.64846	1.96192	2.10393	1.95431	1.19188	3.43304	-5.205161	0.006521578	0.0132086	0.00552207	0.00369581	0.00474776	0.00268433	0.0228144	0.00454567	0.00501253	0.00443839	0.00312333	0.00326994	0.00515055	0.00395723	0.00300945	0.0113643	0.00647404	0.00368766	0.0108542	0.0140949	0.00721072	0.0107424	0.00431063	0.0173929	0.00317856	0.00779582	0.00885284	0.00511113	0.00477322	0.0155341	0.00624413	0.00413325	0.00451984	0.00295921	0.00300179	0.00589382	0.00379377	0.00555963	0.00393222	0.00413251	0.00401489	0.00407799	0.00878463	0.00371825	0.00712095	0.00192029	0.00982494	0.00489522	0.00512855	0.00497922	0.00240107	1	0.202738	0.427931	0.278146	0.164261	0.151038	0.136713	1.02254	0.269361	0.232572	12.87362	0.5185293
2220	-38393.83	-38446.84	53.0102	2.168383	1.47349	0.9149303	4.90968	1.022952	1.236174	0.053724	0.473892	0.141644	0.364822	0.102193	0.242661	1.23918	0.139329	0.534117	0.0318202	0.8736328	0.4761265	0.2164162	0.3975064	4.35715	3.18712	2.46608	3.28601	2.13074	1.48497	2.23814	1.92798	1.55238	3.08957	-4.259616	0.01678796	0.0175256	0.009832	0.0065885	0.0107128	0.00764617	0.0477169	0.0166302	0.0198024	0.00954599	0.0142557	0.0126302	0.00986156	0.010434	0.00754899	0.0327706	0.0149986	0.0073	0.0372266	0.0210146	0.0137841	0.0331433	0.0101423	0.0639398	0.00828882	0.0223761	0.0299104	0.00838857	0.0241257	0.0241491	0.0154636	0.0140439	0.00865355	0.00897065	0.00879681	0.00800184	0.00497059	0.00644198	0.00552214	0.0100353	0.00599335	0.00995067	0.00555444	0.00861692	0.0195857	0.0233057	0.0143645	0.00926198	0.0138738	0.00796269	0.00647682	1	0.20065	0.41263	0.297277	0.203218	0.117454	0.19198	1.22794	0.253149	0.242673	5.126096	0.5449961
2240	-38375.57	-38446.02	70.45656	5.814066	4.492485	2.210282	10.86734	2.342913	2.510616	0.0888	0.427942	0.169377	0.378549	0.192513	0.465782	0.191643	0.115554	0.411444	0.278885	0.2588489	0.04272214	0.7597979	0.2161268	4.67197	2.70891	2.37077	2.80667	3.04724	1.81902	2.53737	1.78784	1.63245	2.68913	-5.030853	0.007763429	0.0072201	0.00386508	0.00328757	0.0086148	0.0021938	0.0186099	0.00389986	0.00495565	0.0050012	0.00786741	0.00382744	0.00410244	0.00740111	0.00410939	0.0126989	0.00707706	0.00315431	0.0112767	0.00881285	0.00608331	0.0111809	0.00578695	0.0271542	0.00447958	0.0117954	0.0110913	0.00403456	0.00770554	0.0133558	0.00735999	0.00410096	0.0124306	0.00471714	0.00748819	0.00724816	0.00355704	0.0030416	0.00553315	0.0247393	0.00991036	0.00343749	0.00322145	0.00845404	0.0108922	0.0109876	0.0101721	0.00377361	0.00541963	0.00936222	0.00432575	1	0.214454	0.443052	0.263716	0.169473	0.12748	0.153898	1.12169	0.298365	0.248448	11.62714	0.1650466
2260	-38357.77	-38440.32	82.5483	17.3999	6.991358	5.0402	23.49965	6.546625	6.589406	0.0103609	0.38926	0.144209	0.456635	0.0393799	0.235828	1.60941	0.10022	0.946064	0.15496	0.2126345	0.09165967	0.8651755	0.1209749	4.67736	3.7736	2.73845	2.80567	2.58774	1.27348	2.65701	1.60311	1.48942	3.05162	-5.614755	0.004329806	0.00919576	0.00345697	0.00259771	0.00325696	0.00198895	0.0113942	0.00160427	0.00220848	0.00188694	0.00245913	0.00261985	0.00262742	0.00302757	0.00217869	0.00687401	0.00428336	0.00214235	0.00588228	0.00638231	0.0042807	0.00690226	0.00431717	0.0117231	0.00239159	0.00602739	0.00484593	0.00229537	0.00239045	0.0127994	0.00465016	0.00347535	0.00184332	0.00251552	0.00176438	0.00189279	0.00158284	0.00202587	0.00159685	0.00295084	0.00345375	0.000832797	0.00363434	0.00717063	0.00706873	0.00220805	0.00176885	0.00234433	0.00236227	0.00314702	0.00206001	1	0.188401	0.4037	0.243716	0.145289	0.0923214	0.133204	0.973668	0.224888	0.202081	24.36483	0.4310667
2280	-38351.04	-38445.66	94.62046	17.82876	10.36416	6.721825	28.13064	8.011466	8.722495	0.0905169	0.47989	0.180136	0.347786	0.211419	1.41583	0.523493	0.0815071	0.607886	0.318734	0.1325555	0.03617599	3.026439	0.09637949	4.36601	3.20431	2.27111	2.31396	3.01859	1.42352	2.65078	2.09618	2.0808	2.91607	-6.08479	0.002706043	0.00288717	0.00162379	0.00134896	0.00248971	0.00108787	0.00960413	0.00139065	0.00222249	0.00143132	0.00266004	0.00212875	0.00203482	0.00157151	0.00142312	0.00473187	0.00319068	0.00106894	0.00371177	0.00408933	0.00197987	0.0066549	0.00280589	0.0091813	0.00132134	0.0039254	0.00437253	0.00255803	0.00287518	0.00686938	0.00212445	0.00212161	0.00362646	0.00198368	0.00356145	0.00226402	0.00187279	0.000678581	0.00121859	0.0011539	0.00152622	0.000998799	0.00568543	0.00179642	0.00547674	0.00476762	0.00176508	0.00205122	0.00136751	0.00206697	0.00188145	1	0.179486	0.383656	0.239732	0.163065	0.171694	0.139206	0.840438	0.257444	0.209727	31.15707	0.272912
2300	-38371.51	-38441.64	70.12985	11.24962	6.346722	4.259338	20.91231	4.505	5.141893	0.0897673	0.362933	0.128848	0.365949	0.25344	0.442888	0.782226	0.106482	1.8325	0.216568	0.2552536	0.09999586	2.140567	0.1552578	3.35122	2.97661	2.85666	3.13972	2.37056	1.0478	2.75286	1.69479	2.21741	2.80393	-5.644334	0.004203608	0.00588898	0.00384855	0.00271963	0.00378426	0.00239403	0.01366	0.00267862	0.00520036	0.00297099	0.00378305	0.00290459	0.00506199	0.00443485	0.00174687	0.0069982	0.0060366	0.00269342	0.0103391	0.0049481	0.00336099	0.00640875	0.00271751	0.0164366	0.00200801	0.00696442	0.00645393	0.00148178	0.00463064	0.00857568	0.010487	0.00442201	0.00867466	0.0034249	0.00133836	0.00173342	0.00217733	0.000774039	0.00190577	0.00140555	0.00522384	0.000613404	0.00110688	0.0016209	0.0190897	0.00364587	0.00632307	0.00187917	0.00494687	0.00386773	0.00148248	1	0.190772	0.403232	0.226503	0.181141	0.128232	0.147351	0.973765	0.247483	0.234183	23.05287	0.3917509
2320	-38362.22	-38440.78	78.55212	6.882353	3.421878	1.793568	11.14691	2.674936	2.811041	0.0588413	0.530477	0.136111	0.539402	0.0532226	1.7267	0.291435	0.104553	0.956838	0.156413	0.2451908	0.02644311	1.237652	0.2187477	2.90308	3.17058	2.14515	2.88728	2.59791	2.95028	2.50929	2.00669	2.21673	3.07391	-5.205361	0.006520278	0.00773204	0.00421896	0.00341468	0.00420104	0.00250958	0.0151808	0.00302258	0.00417243	0.00371994	0.00765328	0.00568574	0.00627831	0.00622824	0.00383136	0.0112526	0.00752892	0.00162567	0.00508684	0.00831499	0.00436734	0.0139696	0.00434746	0.0131329	0.00233511	0.00853479	0.00926835	0.00245076	0.00682847	0.0144716	0.00578598	0.0112841	0.00655156	0.00662654	0.00211873	0.00351826	0.0026478	0.00437912	0.00206693	0.00848066	0.00483643	0.00464412	0.00191982	0.00577095	0.0150549	0.00239322	0.00428394	0.00337995	0.00570273	0.00707695	0.00195108	1	0.228378	0.495811	0.315291	0.21109	0.143945	0.177877	1.10337	0.255179	0.260931	12.38456	0.1078471
